frame,player_1_x,player_1_y,player_2_x,player_2_y,player_3_x,player_3_y,player_4_x,player_4_y,ball_x,ball_y,far_player_x,far_player_y,player_5_x,player_5_y
0,553.7323,882.51306,1063.821044921875,249.9964599609375,370.6322021484375,403.2603454589844,571.6593017578125,877.9248657226562,535.5731201171875,724.6170043945312,1065.4045,250.89174,,
1,555.4477,883.4176,1063.882080078125,250.03428649902344,,,,,525.5235595703125,712.5611572265625,1065.4387,250.88344,,
2,555.44275,883.7531,1063.898681640625,250.02247619628906,,,,,,,1065.4258,250.88293,,
3,553.54834,884.08136,1064.017333984375,250.03216552734375,,,,,504.71258544921875,666.9136352539062,1065.4167,250.87102,,
4,551.87195,883.68494,1064.0435791015625,250.10545349121094,,,,,499.320068359375,637.5223388671875,1065.4034,250.87823,,
5,554.90686,884.12006,1064.283203125,250.06004333496094,,,,,,,1065.3359,250.85828,,
6,551.9402,883.15045,1064.24267578125,250.13987731933594,,,,,495.8188171386719,575.1383666992188,1065.2283,251.0688,,
7,551.98083,883.8212,1064.291259765625,250.16065979003906,,,,,495.97540283203125,546.956787109375,1065.208,251.182,,
8,552.08264,882.1807,1064.320068359375,250.1549835205078,,,,,495.86627197265625,518.3990478515625,1065.1907,251.2314,,
9,552.8928,883.7694,1063.936279296875,250.1971435546875,,,,,496.11749267578125,491.8133544921875,1065.1182,251.09052,,
10,554.01184,883.3836,1063.96728515625,250.2062530517578,,,,,497.1427001953125,466.87939453125,1065.1194,251.07881,,
11,554.9841,882.109,1064.314208984375,250.17466735839844,,,,,497.44769287109375,443.99554443359375,1065.0935,251.08606,,
12,560.37714,883.20795,1064.68212890625,250.1560516357422,,,,,499.61761474609375,422.91925048828125,1065.0559,250.97456,,
13,563.9724,883.3372,1065.014892578125,249.97911071777344,,,,,500.7027587890625,402.15655517578125,1065.2991,250.19154,,
14,566.8225,884.7896,1065.0318603515625,249.9086151123047,,,,,502.28436279296875,383.61163330078125,1065.9004,251.16414,,
15,580.8004,883.43854,1065.177978515625,250.02090454101562,,,,,504.10382080078125,367.6334533691406,1065.4392,250.04106,,
16,578.5597,883.2129,1065.0152587890625,250.459716796875,,,,,506.02783203125,353.14849853515625,1065.1641,250.39221,,
17,583.5649,884.107,1065.4537353515625,250.1818389892578,,,,,508.57415771484375,340.22625732421875,1065.0393,250.43274,,
18,583.4751,884.2654,1065.513427734375,249.76463317871094,,,,,511.01263427734375,328.59814453125,1065.012,250.0428,,
19,576.23474,884.2021,1065.291259765625,249.6269989013672,,,,,513.845458984375,321.47967529296875,1064.8699,250.61897,,
20,581.92847,882.6552,1065.798583984375,249.78382873535156,,,,,516.4888916015625,312.10162353515625,1065.2056,251.21172,,
21,582.7117,884.4432,1066.7762451171875,249.86773681640625,,,,,519.2726440429688,305.95025634765625,1066.2285,250.60732,,
22,582.9862,885.1427,1067.690673828125,249.1642303466797,,,,,521.9199829101562,302.9320373535156,1066.9954,251.52856,,
23,581.2865,883.0506,1067.4364013671875,250.18528747558594,1712.883544921875,286.079345703125,,,525.3580322265625,301.40557861328125,1067.6516,251.38148,,
24,580.47144,883.3914,1068.297607421875,249.88197326660156,,,,,528.4747924804688,302.10601806640625,1068.1194,251.88286,,
25,581.9392,882.0452,1068.5234375,250.6636505126953,1715.265625,282.92974853515625,,,531.8560180664062,303.828857421875,1068.5259,252.62663,,
26,588.876,880.772,1068.93115234375,250.5165252685547,1717.201416015625,286.6651611328125,,,535.739013671875,308.0673522949219,1068.9792,252.42342,,
27,593.76416,879.8555,1068.57275390625,250.42726135253906,1718.74560546875,281.525390625,,,538.5427856445312,314.55804443359375,1069.123,252.57573,,
28,594.51465,876.8555,1067.49462890625,250.8039093017578,1718.9586181640625,286.1701354980469,,,542.76171875,323.75079345703125,1068.9553,252.7578,,
29,622.4066,871.9785,1067.6513671875,250.84185791015625,1720.620849609375,282.44219970703125,,,545.93359375,333.65576171875,1068.8989,252.714,,
30,623.2367,882.6729,1067.879150390625,250.8977508544922,,,,,550.2274780273438,345.8597412109375,1068.813,252.93068,,
31,588.79614,877.23785,1067.657470703125,250.68417358398438,,,,,554.153564453125,359.174560546875,1069.0354,252.99902,,
32,583.51184,863.2745,1067.6719970703125,250.22128295898438,,,,,559.3914184570312,376.0634765625,1068.6721,253.2285,,
33,582.5407,847.2944,1067.42333984375,249.56141662597656,,,,,562.623779296875,392.4043273925781,1068.9808,253.31297,,
34,583.51294,850.2708,1067.88525390625,249.9351348876953,,,,,567.347900390625,412.13885498046875,1068.5383,253.35905,,
35,582.19714,833.96783,1068.0068359375,249.61276245117188,,,,,571.9695434570312,431.691162109375,1068.824,253.85986,,
36,575.37933,837.0562,1068.1043701171875,249.37203979492188,,,,,626.4251708984375,403.74468994140625,1068.9465,253.1398,,
37,565.6267,830.16284,1068.455810546875,250.1583709716797,,,,,679.2526245117188,374.68780517578125,1068.9272,253.4973,,
38,557.0304,821.8466,1067.594970703125,250.5784149169922,,,,,721.6209106445312,352.5858154296875,1068.9442,253.46364,,
39,547.66956,818.59973,1067.6170654296875,249.9459228515625,,,,,755.7951049804688,338.60711669921875,1068.1401,253.76471,,
40,539.49677,814.3034,1066.333251953125,250.32110595703125,,,,,785.195068359375,327.72796630859375,1068.0466,255.40028,,
41,547.70935,819.80664,1065.7003173828125,252.03086853027344,,,,,811.2825317382812,320.5672302246094,1067.8225,255.2126,,
42,563.01544,834.6512,1066.098876953125,251.1968536376953,,,,,,,1067.7324,255.77357,,
43,573.91284,838.5826,1065.80224609375,252.13966369628906,,,,,849.2303466796875,309.04608154296875,1067.6584,256.03302,,
44,581.3695,839.2187,1065.174560546875,252.6515350341797,,,,,866.2615356445312,307.3531799316406,1068.1003,254.71686,,
45,587.47375,839.42816,1065.0633544921875,252.83413696289062,,,,,,,1067.9106,254.5887,,
46,587.747,839.1595,1065.198486328125,252.13206481933594,,,,,,,1067.9775,254.53539,,
47,576.0634,841.8794,1065.273193359375,252.2694854736328,,,,,,,1068.3423,254.33769,,
48,578.54333,839.03986,1064.803466796875,252.322265625,,,,,,,1068.1638,254.68672,,
49,595.0228,839.57416,1064.954833984375,251.3164825439453,,,,,926.8082885742188,309.9981689453125,1067.5784,254.26433,,
50,598.6023,837.18536,1064.2481689453125,252.84425354003906,,,,,,,1067.2971,254.93079,,
51,608.14404,834.435,643.985107421875,834.3063354492188,1064.265625,252.34176635742188,,,,,1067.136,254.43263,,
52,617.7062,831.4074,1064.821044921875,253.7255401611328,637.055419921875,831.4581909179688,,,,,1068.9846,254.30309,,
53,628.38995,831.71893,1063.514892578125,252.87918090820312,,,,,,,1069.9241,254.44873,,
54,637.78534,833.8068,1062.72314453125,251.92808532714844,,,,,,,1069.8508,254.49821,,
55,659.124,835.10345,1062.4990234375,251.67672729492188,,,,,963.597412109375,259.6468811035156,1069.742,254.53018,,
56,660.8513,835.9819,1061.349609375,251.7970733642578,,,,,969.9761962890625,249.65805053710938,1068.7517,254.83864,,
57,663.64404,838.5619,1058.9686279296875,251.94859313964844,,,,,,,1067.7739,254.55327,,
58,666.4488,838.5282,1059.4453125,251.44041442871094,,,,,978.0213623046875,234.1058349609375,1066.7024,254.7086,,
59,669.9945,842.6453,1055.917236328125,251.5543212890625,,,,,981.7799072265625,228.3800048828125,1063.3853,254.27037,,
60,670.33154,844.61816,1059.9227294921875,251.44432067871094,,,,,986.0496826171875,222.91043090820312,1063.1824,254.03072,,
61,672.4519,845.43866,1056.906005859375,251.26524353027344,,,,,989.7685546875,218.42750549316406,1062.8423,254.1552,,
62,675.06854,845.38495,1053.2337646484375,251.65306091308594,1059.2926025390625,251.74673461914062,,,,,1061.2104,254.37633,,
63,681.0161,844.1413,1051.72705078125,251.8358917236328,,,,,,,1055.0825,254.35576,,
64,686.07526,838.30414,1052.5511474609375,252.14263916015625,1780.872314453125,297.35418701171875,,,,,1050.355,254.34917,,
65,692.8038,838.0214,1051.17919921875,251.49037170410156,,,,,,,1054.2593,254.04259,,
66,697.6494,837.89124,1049.12841796875,250.98834228515625,,,,,,,1051.5581,254.10493,,
67,704.8993,845.4998,1046.697998046875,250.37319946289062,1783.6944580078125,297.8130187988281,,,699.3414306640625,608.7985229492188,1047.1221,255.31714,,
68,711.58466,854.035,1045.7861328125,252.62750244140625,1784.704833984375,296.2692565917969,,,,,1044.0171,255.02861,,
69,719.56055,861.9976,1044.6922607421875,252.93594360351562,1785.7056884765625,295.68426513671875,1785.2198486328125,294.9529724121094,,,1044.1025,255.01726,,
70,728.38074,875.95013,1043.6746826171875,252.46994018554688,,,,,,,1042.1821,255.10194,,
71,735.6865,881.52325,1041.55615234375,251.8872528076172,,,,,,,1040.3246,255.51668,,
72,743.21484,892.5031,1039.6534423828125,251.40719604492188,,,,,,,1037.5498,256.1988,,
73,747.9755,898.92267,1037.86376953125,253.1854705810547,,,,,,,1034.2781,255.94554,,
74,748.9741,903.674,1035.7828369140625,254.7597198486328,,,,,,,1032.8682,256.06866,,
75,752.2355,904.6524,1034.0281982421875,255.33851623535156,1792.34033203125,297.4464111328125,,,934.7898559570312,228.84130859375,1032.3679,256.73877,,
76,749.2389,904.4799,1033.4722900390625,255.758056640625,1793.6898193359375,297.92767333984375,,,925.087646484375,236.39743041992188,1032.4586,257.1184,,
77,741.8573,909.3902,1031.15478515625,253.6326141357422,,,,,915.3499145507812,244.66236877441406,1030.4377,257.49902,,
