NCOL_x,NCOL_y,NCOR_x,NCOR_y,BDL_x,BDL_y,BL_x,BL_y,NCM_x,NCM_y,BR_x,BR_y,BDR_x,BDR_y,NSL_x,NSL_y,NCT_x,NCT_y,NSR_x,NSR_y,NetL_x,NetL_y,NetSL_x,NetSL_y,NetC_x,NetC_y,NetSR_x,NetSR_y,NetR_x,NetR_y,FSL_x,FSL_y,FCT_x,FCT_y,FSR_x,FSR_y,TDL_x,TDL_y,TL_x,TL_y,FCM_x,FCM_y,TR_x,TR_y,TDR_x,TDR_y,FCOL_x,FCOL_y,FCOR_x,FCOR_y,fps
0.6666666666666666,955.3333333333334,1817.1666666666667,1002.0,138.83333333333334,788.3333333333334,284.0,804.1666666666666,875.1666666666666,834.6666666666666,1494.6666666666667,814.0,1658.3333333333333,800.0,497.0,531.6666666666666,895.5,532.6666666666666,1305.0,533.6666666666666,539.0,380.3333333333333,624.1666666666666,381.6666666666667,908.1666666666666,376.8333333333333,1193.3333333333333,380.6666666666667,1281.1666666666667,379.8333333333333,698.8333333333334,299.3333333333333,913.8333333333334,297.5,1130.5,299.0,679.6666666666666,257.8333333333333,737.0,256.8333333333333,917.5,256.3333333333333,1098.8333333333333,257.0,1157.6666666666667,257.8333333333333,724.5,220.0,1117.5,219.5,30.0
