BL_x,BL_y,BR_x,BR_y,TR_x,TR_y,TL_x,TL_y,NSL_x,NSL_y,NSR_x,NSR_y,FSL_x,FSL_y,FSR_x,FSR_y,NCT_x,NCT_y,fps
71.12825861398784,864.6156229438078,1802.8989519862853,862.7394198710812,1077.6593986835824,554.1883786837693,791.7863603412713,554.0629751248914,536.567944984355,664.0440527971883,1335.6808875200652,663.9628644611165,757.9000428871676,568.6655801396431,1111.992936711141,568.7954817544781,942.9774014827234,664.0027623790502,60.08721279576819
