BDL_x,BDL_y,BL_x,BL_y,NCM_x,NCM_y,BR_x,BR_y,BDR_x,BDR_y,NSL_x,NSL_y,NCT_x,NCT_y,NSR_x,NSR_y,NetL_x,NetL_y,NetSL_x,NetSL_y,NetC_x,NetC_y,NetSR_x,NetSR_y,NetR_x,NetR_y,FSL_x,FSL_y,FCT_x,FCT_y,FSR_x,FSR_y,TDL_x,TDL_y,TL_x,TL_y,FCM_x,FCM_y,TR_x,TR_y,TDR_x,TDR_y,fps
140.83333333333334,787.8333333333334,284.5,804.6666666666666,875.3333333333334,834.8333333333334,1495.1666666666667,814.1666666666666,1656.0,799.6666666666666,497.3333333333333,532.0,895.8333333333334,532.5,1302.5,533.5,538.6666666666666,380.8333333333333,624.3333333333334,381.1666666666667,908.5,377.3333333333333,1193.3333333333333,380.6666666666667,1281.3333333333333,379.3333333333333,698.6666666666666,299.8333333333333,913.6666666666666,298.0,1130.8333333333333,299.8333333333333,679.5,258.6666666666667,737.0,257.1666666666667,917.8333333333334,255.83333333333334,1099.3333333333333,257.3333333333333,1157.3333333333333,258.6666666666667,30.0
