frame,player_1_x,player_1_y,player_2_x,player_2_y,far_player_x,far_player_y,ball_x,ball_y,player_3_x,player_3_y
110,550.88574,985.3269,1003.6817626953125,551.4874877929688,1001.8372802734375,556.5537109375,656.5178833007812,299.5,,
111,554.0088,984.1089,1004.729736328125,552.0345458984375,1004.7569580078125,547.4143676757812,,,,
112,556.2975,983.6475,1005.364013671875,550.9671020507812,1005.0440673828125,547.613525390625,656.5510864257812,299.5052795410156,,
113,561.34143,983.1144,1005.4617919921875,550.7803344726562,1006.6314697265625,548.5272216796875,,,634.0811767578125,596.714111328125
114,562.5262,973.54456,1007.3566284179688,550.344482421875,1007.3277587890625,550.2778930664062,656.4427490234375,299.58990478515625,,
115,564.7975,970.14264,1009.247314453125,551.57763671875,1008.23876953125,552.1943359375,656.4681396484375,299.5399169921875,,
116,568.6676,967.64453,1010.3030395507812,551.2408447265625,1008.68505859375,549.4166870117188,656.5131225585938,299.55194091796875,,
117,569.63873,964.61743,1011.0968017578125,550.4420166015625,1009.6732177734375,552.5557250976562,,,,
118,572.1599,967.4503,1011.9261474609375,550.6517333984375,1011.2880859375,554.517578125,,,,
119,573.10266,969.83923,1013.0359497070312,550.527099609375,1012.1728515625,551.1703491210938,,,,
120,569.7676,974.33655,1013.3075561523438,549.395751953125,1012.9891357421875,549.5938110351562,,,,
121,567.70605,979.0513,1014.4620361328125,551.0927734375,1013.538330078125,552.927001953125,,,,
122,571.47314,981.99756,1015.338134765625,550.8916625976562,1014.3648681640625,554.4908447265625,,,,
123,579.82043,984.4279,1015.5050048828125,550.3465576171875,1014.9534912109375,556.68212890625,,,,
124,590.08594,984.3943,1016.4303588867188,552.0565185546875,1015.817626953125,556.5574340820312,,,,
125,597.31384,986.0886,1017.5505981445312,553.1278076171875,1016.7158203125,553.0547485351562,,,,
126,604.71704,986.2919,1020.6991577148438,553.6551513671875,1017.489501953125,552.305908203125,,,,
127,610.19006,985.08875,1020.6498413085938,548.9588623046875,1018.9156494140625,553.8228759765625,,,,
128,618.23035,984.64246,1021.2354736328125,552.9713745117188,1019.7457275390625,552.516357421875,,,,
129,619.9221,987.28174,1021.0514526367188,553.0714721679688,1020.3507080078125,555.0159912109375,,,,
130,621.53955,987.5946,1023.1820068359375,553.43310546875,1021.1656494140625,553.7946166992188,,,,
131,622.40186,988.5251,1022.2222900390625,556.2999267578125,1021.510986328125,556.611328125,,,,
132,622.9071,988.5911,1025.0361328125,552.517578125,1022.5367431640625,553.2845458984375,,,,
133,622.3874,988.4782,1026.54296875,552.7982177734375,1023.1278076171875,544.869873046875,,,,
134,623.98865,987.37976,1026.49365234375,551.9661865234375,1023.5596923828125,543.96044921875,,,,
135,626.101,986.56866,1026.9056396484375,549.4093017578125,1024.1025390625,548.5511474609375,,,,
136,629.1509,987.3267,1027.640869140625,550.6527099609375,1024.7369384765625,543.1337890625,,,,
137,632.1824,988.0503,1028.3519287109375,550.0528564453125,1025.8123779296875,543.8246459960938,,,,
138,636.1124,993.86505,1028.9776611328125,549.9069213867188,1026.529052734375,542.4415893554688,656.3905029296875,299.904296875,,
139,639.2588,996.8489,1029.0228271484375,551.021240234375,1027.5977783203125,544.2670288085938,656.299072265625,300.119384765625,,
140,645.8917,997.7685,1032.7576904296875,555.0762939453125,1028.7921142578125,551.459716796875,656.4439697265625,300.1227111816406,,
141,650.11096,996.50354,1031.9912109375,554.6865234375,1029.6246337890625,546.94775390625,656.3304443359375,300.13043212890625,,
142,654.35425,998.1914,1032.61962890625,552.2142333984375,1029.67822265625,542.8675537109375,656.3807373046875,300.03521728515625,,
143,660.65906,999.71173,1033.049560546875,549.4531860351562,1036.51220703125,540.796142578125,656.3740844726562,300.0616455078125,,
144,665.22644,998.89453,1034.5772705078125,552.67041015625,1037.85595703125,541.193359375,656.6463012695312,299.91064453125,,
145,668.84546,996.8364,1037.955078125,551.6876831054688,1035.2742919921875,540.1914672851562,656.5665283203125,300.0733337402344,,
146,673.2777,995.61273,1036.357177734375,551.7789306640625,1033.0205078125,543.7811889648438,656.6383666992188,299.91790771484375,,
147,678.2068,1000.50604,1035.9539794921875,552.9144287109375,1034.0020751953125,546.72998046875,656.562744140625,299.94110107421875,,
148,679.6354,1010.29407,1036.5322265625,553.6805419921875,1035.3587646484375,545.201904296875,656.5264892578125,299.77960205078125,,
149,680.2103,1012.4284,1037.7835693359375,553.8758544921875,1037.3262939453125,544.7042846679688,656.3704833984375,299.82476806640625,,
150,680.1791,1015.0736,1038.538818359375,552.152587890625,1039.38623046875,543.951904296875,656.390380859375,299.7026062011719,,
151,681.91675,1021.8541,1040.244140625,552.0777587890625,1038.8953857421875,543.4089965820312,656.1671142578125,299.6734619140625,,
152,682.3751,1035.5006,1039.341552734375,551.2288818359375,1040.322021484375,543.7008056640625,656.252197265625,299.70208740234375,,
153,680.9126,1044.4849,1040.6103515625,551.901123046875,1041.32470703125,543.9925537109375,656.265380859375,299.62176513671875,,
154,682.5373,1052.6349,1040.882080078125,551.396484375,1042.4410400390625,544.41748046875,656.283935546875,299.6155090332031,,
155,685.2999,1058.6455,1042.26318359375,551.672607421875,1044.8782958984375,544.2244262695312,656.3350219726562,299.6231689453125,,
156,683.49396,1060.8318,1043.361328125,551.0511474609375,1044.4140625,547.989501953125,656.5056762695312,299.61114501953125,,
157,684.79846,1062.5011,1044.781982421875,549.4934692382812,1045.7955322265625,555.2863159179688,656.5447998046875,299.57696533203125,,
158,685.2003,1063.5046,1049.351318359375,549.66845703125,1049.81689453125,554.8567504882812,656.5540771484375,299.5830993652344,,
159,686.88947,1063.5089,1052.9931640625,549.5635986328125,1043.3917236328125,548.6041870117188,656.579833984375,299.66943359375,,
160,687.52954,1063.6007,1054.47216796875,549.095703125,1053.66259765625,543.5225830078125,656.5281982421875,299.6036376953125,,
161,688.8978,1063.2489,1055.385498046875,551.0848388671875,1056.101806640625,543.0008544921875,656.498779296875,299.54296875,,
162,688.1371,1062.3624,1057.8734130859375,549.787841796875,1058.163818359375,543.6148071289062,656.422607421875,299.7029113769531,,
163,685.3087,1061.5848,1059.177978515625,551.6558837890625,1059.183837890625,544.7066040039062,656.4343872070312,299.707763671875,,
164,683.3537,1060.0762,1060.3978271484375,551.41748046875,1059.932861328125,546.0963134765625,656.3604125976562,299.7792663574219,,
165,681.9875,1060.1805,1059.2437744140625,552.3831176757812,1059.629638671875,546.3110961914062,656.3389892578125,299.64398193359375,,
166,681.0006,1057.9081,1060.62353515625,551.2203369140625,1060.10498046875,547.7151489257812,656.3677978515625,299.71234130859375,,
167,680.44507,1059.0195,1062.2529296875,551.6104736328125,1060.444091796875,551.5638427734375,656.2880249023438,299.8451232910156,,
168,680.79297,1060.6246,1063.194091796875,552.4937744140625,1060.112060546875,554.5806884765625,656.3192138671875,299.79656982421875,,
169,680.93176,1047.4988,1062.4901123046875,551.9559326171875,1059.256591796875,547.8704223632812,656.32568359375,299.7755432128906,,
170,681.8391,1040.6528,1063.6512451171875,550.8890380859375,1062.9390869140625,547.8598022460938,656.32666015625,299.8456726074219,,
171,683.5488,1044.2032,1064.4405517578125,550.998291015625,1066.507080078125,542.7890625,656.2931518554688,299.90447998046875,,
172,685.1102,1044.5084,1066.4781494140625,551.3760986328125,1068.58251953125,543.0455322265625,656.3036499023438,299.74090576171875,,
173,683.31934,1048.144,1066.9752197265625,551.2190551757812,1069.134033203125,542.9520263671875,656.3026123046875,299.7774353027344,,
174,681.7733,1053.5531,1067.6982421875,548.1417236328125,1069.705322265625,543.2941284179688,656.3582763671875,299.728271484375,,
175,675.18695,1063.6968,1068.6650390625,548.0130004882812,1070.646484375,544.029296875,656.332275390625,299.705322265625,,
176,672.3876,1068.2458,1070.707275390625,545.9237060546875,1071.179443359375,544.1201171875,656.346435546875,299.703125,,
177,667.89343,1072.6501,1073.883056640625,550.107666015625,1071.82470703125,543.7207641601562,656.2923583984375,299.92864990234375,,
178,663.3076,1074.2384,1073.28076171875,548.0169677734375,1073.99267578125,545.5335083007812,656.324462890625,299.9107666015625,,
179,655.21344,1075.8546,1075.201171875,549.501708984375,1075.225830078125,543.7861938476562,656.2251586914062,299.7872314453125,,
180,648.1881,1078.1367,1074.468994140625,549.0577392578125,1075.033447265625,543.062255859375,656.1651000976562,299.7568359375,,
181,642.68555,1078.6682,1076.651611328125,550.2711181640625,1074.927001953125,543.204833984375,656.081787109375,299.7911376953125,,
182,640.2373,1079.0405,1076.26416015625,550.4478149414062,1075.336181640625,543.0891723632812,656.1456909179688,299.80572509765625,,
183,638.297,1078.7681,1076.665283203125,550.5699462890625,1076.511474609375,543.3444213867188,656.146728515625,299.7735595703125,,
184,639.05945,1078.7463,1077.30908203125,551.03564453125,1076.79443359375,543.4446411132812,656.095458984375,299.9781188964844,,
185,638.5314,1078.9773,1077.43896484375,550.1348876953125,1077.761962890625,543.6038208007812,,,,
186,639.1751,1079.5082,1077.4718017578125,549.28271484375,1077.96240234375,543.738037109375,,,,
187,639.58276,1079.9805,1077.52978515625,549.4539184570312,1078.355224609375,544.2484130859375,,,,
188,638.8253,1078.5806,1078.3250732421875,549.09130859375,1078.4332275390625,544.7249145507812,,,,
189,638.3266,1078.9863,1078.3638916015625,549.0567626953125,1078.8834228515625,544.3770141601562,,,,
190,640.02466,1079.2273,1080.044921875,549.1776123046875,1079.04296875,544.1182250976562,656.241455078125,300.0406799316406,,
191,641.1059,1077.9363,1079.9766845703125,549.1395263671875,1078.99267578125,544.3350830078125,,,,
192,638.6018,1077.4773,1079.6649169921875,548.9365234375,1079.0986328125,544.1522827148438,,,,
193,636.414,1075.7834,1079.6993408203125,548.9155883789062,1079.0859375,544.2725830078125,656.1836547851562,299.95306396484375,,
194,633.39075,1074.9053,1079.5130615234375,549.0628662109375,1079.055419921875,544.2152099609375,,,,
195,624.3302,1073.3042,1079.285888671875,548.764404296875,1078.701171875,543.8460693359375,,,,
196,618.5198,1074.1382,1079.002197265625,548.220947265625,1078.5810546875,543.741943359375,,,,
197,610.07025,1074.5996,1078.21728515625,548.9161376953125,1078.1357421875,543.78857421875,,,,
198,596.38025,1074.0806,1078.02294921875,549.7235107421875,1077.821044921875,543.603271484375,,,,
199,588.87366,1073.5625,1076.602783203125,549.2213134765625,1077.505126953125,543.6031494140625,,,,
200,582.39075,1074.1378,1075.9805908203125,548.883544921875,1077.00634765625,543.7225952148438,,,,
201,574.5495,1075.5826,1074.857666015625,548.7978515625,1076.92529296875,544.2263793945312,,,,
202,570.09595,1076.961,1077.1473388671875,550.9037475585938,1076.029296875,543.9846801757812,,,,
203,563.1576,1075.6334,1073.204345703125,551.2191162109375,1075.521728515625,543.9476318359375,,,,
204,554.63513,1074.6022,1071.3017578125,551.1739501953125,1074.34716796875,543.4357299804688,,,,
205,544.97565,1075.3423,1070.484375,551.1519775390625,1073.355224609375,543.4092407226562,,,,
206,540.4909,1076.087,1069.9345703125,551.52978515625,1072.63134765625,543.5218505859375,468.116455078125,628.6832275390625,,
207,539.1266,1075.8354,1070.6806640625,552.4940185546875,1071.809814453125,543.8136596679688,,,,
208,539.4938,1076.2522,1069.4580078125,552.66015625,1070.466064453125,543.7901611328125,898.5576782226562,477.0787353515625,,
209,540.21313,1076.907,1069.337158203125,552.925048828125,1069.792236328125,543.4918212890625,,,,
210,539.43933,1076.3837,1068.223876953125,552.6773681640625,1068.9354248046875,543.4932250976562,,,,
211,537.65704,1075.148,1066.290283203125,552.6328125,1067.8876953125,543.2449340820312,,,,
212,532.5665,1073.8798,1065.1407470703125,551.0784912109375,1066.0933837890625,543.26416015625,,,,
213,526.8783,1073.7203,1063.4365234375,551.4618530273438,1063.849853515625,542.739501953125,870.8009643554688,501.815185546875,,
214,518.3441,1074.386,1061.858154296875,552.5465087890625,1062.5625,542.8480224609375,,,,
215,514.3415,1074.4187,1060.307861328125,550.738037109375,1060.703857421875,542.7938232421875,,,,
216,512.6212,1074.5238,1059.167236328125,551.70068359375,1060.00634765625,543.2584228515625,,,,
217,508.07938,1073.8842,1057.951904296875,545.6787109375,1059.2352294921875,543.1670532226562,,,,
218,502.36646,1073.494,1057.265625,545.7685546875,1057.6556396484375,542.80712890625,,,,
219,496.96353,1074.0853,1056.603759765625,549.761474609375,1056.6689453125,542.8311767578125,,,,
220,494.8189,1072.6315,1055.5130615234375,550.1490478515625,1055.7412109375,545.9255981445312,,,,
221,492.93918,1071.5416,1054.718994140625,549.0673828125,1054.26708984375,546.7090454101562,,,,
222,491.5867,1071.2701,1053.572998046875,549.4397583007812,1053.37646484375,548.9791259765625,,,,
223,490.34564,1071.5615,1050.796630859375,553.977783203125,1051.5965576171875,548.26708984375,,,,
224,490.41858,1071.4512,1050.215576171875,558.1236572265625,1049.6014404296875,547.8888549804688,,,,
225,492.15988,1072.5525,1048.44970703125,553.3595581054688,1048.392822265625,544.909423828125,773.2318115234375,624.32861328125,,
226,489.81473,1072.2922,1047.55322265625,549.1861572265625,1047.232177734375,548.320068359375,760.3681030273438,642.849853515625,,
227,488.54654,1071.9492,1046.5693359375,551.42822265625,1046.2762451171875,547.8350830078125,656.15576171875,299.5972900390625,,
228,487.20758,1072.0535,1043.6014404296875,551.786376953125,1044.8218994140625,544.6583862304688,655.9703369140625,299.5203857421875,,
229,487.52,1072.3022,1041.1982421875,550.336669921875,1043.7137451171875,543.65380859375,655.95166015625,299.5347900390625,,
230,489.21616,1073.1989,1039.72021484375,550.474365234375,1042.638916015625,543.625244140625,713.1758422851562,717.973876953125,,
231,491.15143,1073.6324,1038.9166259765625,550.3878173828125,1041.5833740234375,544.4361572265625,703.0946044921875,718.0865478515625,,
232,494.5686,1073.1167,1037.78857421875,551.1976318359375,1038.4205322265625,544.0466918945312,688.6763916015625,704.6072998046875,,
233,495.2881,1072.9089,1037.37744140625,551.426025390625,1037.46142578125,543.8992309570312,678.2058715820312,698.2486572265625,,
234,493.81396,1073.6976,1037.2177734375,547.9932861328125,1035.3243408203125,543.5166625976562,656.0133056640625,299.656005859375,,
235,489.88864,1074.06,1036.106689453125,544.624755859375,1034.1192626953125,543.072021484375,656.0872192382812,299.72222900390625,,
236,486.4394,1073.9445,1034.77734375,549.6187744140625,1033.444091796875,543.0138549804688,656.1312866210938,299.6640319824219,,
237,478.94754,1071.843,1034.0185546875,549.6126708984375,1031.4908447265625,543.322265625,,,,
238,487.21228,1070.9894,1033.378662109375,547.963623046875,1030.0732421875,543.4740600585938,656.2099609375,299.8372802734375,,
239,480.52362,1070.1843,1030.476318359375,548.2864990234375,1029.269287109375,543.48583984375,,,,
240,489.05252,1066.4274,1029.8321533203125,548.6350708007812,1028.2259521484375,543.2146606445312,,,,
241,475.0912,1060.6487,1029.084716796875,548.98095703125,1028.2120361328125,543.203369140625,656.396240234375,299.65966796875,,
242,484.0928,1057.6448,1028.48583984375,549.1217041015625,1027.4306640625,543.3748168945312,656.3153076171875,299.5509338378906,,
243,492.29553,1047.3341,1028.1932373046875,549.0086669921875,1026.98779296875,543.3269653320312,,,,
244,501.46344,1034.512,1026.863037109375,548.5328369140625,1026.3624267578125,543.252685546875,,,,
245,505.4522,1012.4403,1025.8011474609375,548.4898681640625,1025.532958984375,543.4583129882812,656.4385986328125,299.54888916015625,,
246,511.68808,1011.99146,1024.8447265625,550.8052978515625,1024.69970703125,543.4959106445312,,,,
247,526.22614,1007.5635,1022.9727783203125,551.6181030273438,1023.23974609375,543.5702514648438,391.1846923828125,614.58935546875,,
248,539.97253,1003.8032,1022.8099975585938,553.627197265625,1022.30810546875,543.5986328125,372.32489013671875,604.4896240234375,,
249,550.8858,1004.2965,1022.0098266601562,552.7476806640625,1021.1875,543.7838134765625,,,,
250,547.5833,992.6688,1020.59912109375,550.6265869140625,1019.97900390625,543.8150024414062,474.9586181640625,555.6724853515625,,
251,551.14105,999.31256,1019.7144775390625,550.62255859375,1019.4566650390625,544.1139526367188,,,,
252,551.87366,999.64655,1017.47119140625,551.8603515625,1018.048583984375,544.1780395507812,,,,
253,568.07355,997.3089,1016.0486450195312,551.689453125,1016.8770751953125,543.5466918945312,656.2693481445312,299.539306640625,,
254,597.8212,993.97485,1014.63037109375,550.282470703125,1015.3592529296875,542.9990844726562,600.00830078125,507.2912292480469,,
255,578.6564,989.8489,1014.1633911132812,545.8348388671875,1014.467529296875,543.2452392578125,656.2342529296875,299.38018798828125,,
256,578.8565,985.24036,1013.3896484375,547.29052734375,1013.2371826171875,543.6702880859375,,,,
257,581.6925,977.9723,1012.5045776367188,549.564697265625,1011.9871826171875,543.4713134765625,656.1434936523438,299.4617004394531,,
258,583.77795,974.5759,1011.6314697265625,549.9393310546875,1011.2142333984375,543.3035888671875,656.1710205078125,299.4761962890625,,
259,585.92285,966.3002,1011.066650390625,548.0184326171875,1009.7783203125,543.5814819335938,656.1192626953125,299.4317626953125,,
