frame,player_1_x,player_1_y,player_2_x,player_2_y,ball_x,ball_y,player_3_x,player_3_y
34,205.38223,957.7853,980.8958740234375,549.6873779296875,,,,
35,213.14883,963.9485,981.1009521484375,551.564697265625,,,,
36,220.40991,966.386,980.8450927734375,552.380615234375,,,,
37,230.2016,967.37714,980.7859497070312,552.007568359375,,,,
38,241.10744,967.24164,980.6830444335938,552.618408203125,,,,
39,258.0814,967.3105,980.512939453125,553.197509765625,,,,
40,271.354,966.1039,980.38916015625,553.3798828125,,,,
41,284.60635,965.7244,979.6887817382812,552.9901123046875,,,,
42,294.61816,966.19794,979.7467041015625,553.1341552734375,,,,
43,299.15967,966.0207,979.7750854492188,552.767822265625,,,,
44,309.6961,965.90826,980.018310546875,553.7523193359375,,,,
45,316.70087,965.7447,980.25830078125,554.1510009765625,,,,
46,322.03885,965.1088,980.02734375,553.4006958007812,,,,
47,324.3659,965.1977,980.3421020507812,554.6455078125,,,,
48,331.1913,965.7432,980.406005859375,555.4844970703125,,,,
49,331.6319,965.4243,980.6621704101562,555.0828857421875,,,,
50,332.96356,966.3389,980.7103271484375,554.4974365234375,,,,
51,334.6532,966.96606,980.3470458984375,555.885986328125,,,,
52,335.14215,968.2544,980.4159545898438,556.27099609375,,,,
53,337.5269,966.45355,980.4072875976562,556.1709594726562,,,,
54,337.47403,967.0412,980.5032958984375,556.3892211914062,,,,
55,339.4018,963.83405,980.5609741210938,556.223876953125,,,,
56,346.91083,960.44025,980.6546630859375,556.2691040039062,,,,
57,353.18564,957.84894,980.8385009765625,555.335693359375,,,,
58,359.35236,955.1076,980.9703369140625,555.2974853515625,,,,
59,362.87582,954.92236,980.9234619140625,555.4866943359375,,,,
60,365.92407,954.6614,981.1901245117188,554.523193359375,,,,
61,371.41483,955.5901,981.314453125,553.6709594726562,,,,
62,374.5044,956.1192,981.3603515625,554.052978515625,,,,
63,376.72333,956.7634,981.5440063476562,552.8109130859375,,,,
64,379.7475,956.9705,981.7506103515625,552.16552734375,,,,
65,380.32684,956.79706,981.8463134765625,550.6123046875,,,,
66,376.23343,955.84424,981.8731079101562,547.8494873046875,,,,
67,373.7962,955.6522,981.9552001953125,548.936279296875,,,,
68,373.2408,955.76935,982.0834350585938,549.1832275390625,,,,
69,374.47586,956.1806,982.2628173828125,547.83056640625,,,,
70,376.72818,954.0857,983.1727294921875,550.589599609375,,,,
71,363.87622,954.5277,983.817626953125,551.6275024414062,,,,
72,367.3246,957.5936,983.9229736328125,551.787841796875,533.1590576171875,577.7657470703125,,
73,375.4827,955.5067,984.134765625,551.63525390625,518.8953247070312,573.442138671875,,
74,396.8159,959.9824,984.4143676757812,550.8079833984375,,,,
75,409.20157,963.5491,984.5545654296875,549.5986328125,,,,
76,418.37204,964.50854,985.2627563476562,549.732666015625,,,,
77,429.58615,963.1481,985.981201171875,550.0047607421875,,,,
78,436.89334,962.1511,985.6802368164062,549.1903686523438,,,,
79,442.0651,961.3457,986.2826538085938,550.186767578125,,,,
80,456.76703,923.1593,986.6200561523438,550.2442626953125,390.58184814453125,622.453857421875,,
81,468.11188,957.4243,986.8060913085938,550.289794921875,371.34637451171875,638.94873046875,,
82,471.7497,964.5544,986.9930419921875,549.8043823242188,,,,
83,475.07016,960.2174,987.8281860351562,550.700439453125,,,,
84,476.82895,951.2558,988.2274169921875,550.3753662109375,,,,
85,484.82687,962.8268,988.7931518554688,549.5521240234375,656.5838623046875,299.24481201171875,,
86,489.23297,973.15137,989.039306640625,550.4129638671875,,,,
87,514.4223,973.40564,989.519287109375,550.874267578125,656.496826171875,299.2998352050781,,
88,516.1111,976.09607,989.7595825195312,548.6317138671875,656.570068359375,299.2137451171875,,
89,516.64325,975.30554,991.0491943359375,551.8387451171875,656.49267578125,299.0979309082031,,
90,515.50964,969.2221,991.7407836914062,553.800537109375,656.545166015625,299.1629638671875,,
91,520.40576,963.8887,992.1580810546875,554.071533203125,656.4749755859375,299.12359619140625,,
92,522.8419,962.43933,992.599365234375,551.8405151367188,656.53466796875,299.2374267578125,,
93,525.2803,962.58813,993.5328979492188,552.8253173828125,656.58984375,299.19598388671875,,
94,526.9272,963.9872,994.3355712890625,551.4336547851562,656.671630859375,299.2010192871094,,
95,528.9443,964.8822,995.0504150390625,551.190673828125,656.6160888671875,299.2901611328125,,
96,530.04144,966.82983,995.9979858398438,550.731689453125,656.7479248046875,299.3570251464844,,
97,531.1863,967.0322,996.53515625,552.3580322265625,656.6251831054688,299.3505554199219,,
98,531.93945,969.1301,996.8521728515625,551.6654052734375,656.7119140625,299.3481750488281,,
99,532.1992,968.89,996.8448486328125,552.4278564453125,656.6768798828125,299.3124694824219,,
100,533.6724,969.48376,997.7677001953125,552.73681640625,656.7784423828125,299.2476806640625,,
101,534.5546,972.41296,998.3333129882812,552.8536376953125,656.6866455078125,299.31353759765625,,
102,537.14844,973.33044,998.131591796875,552.57177734375,656.716796875,299.3131103515625,,
103,539.5012,974.4225,999.244140625,553.6887817382812,,,,
104,539.3388,978.7488,1000.5626220703125,552.436279296875,656.6304931640625,299.220947265625,,
105,540.3146,984.70935,1001.923095703125,551.6085205078125,,,,
106,542.20074,985.94446,1001.7526245117188,551.2137451171875,,,,
107,542.9929,985.38684,1002.3964233398438,550.394775390625,656.7429809570312,299.1653137207031,,
108,545.4917,985.2528,1002.8077392578125,550.6231689453125,921.989990234375,500.9424133300781,,
109,548.0134,985.4109,1002.568603515625,552.0565795898438,656.51416015625,299.4411926269531,,
110,550.88574,985.3269,1003.6817626953125,551.4874877929688,656.5178833007812,299.5,,
111,554.0088,984.1089,1004.729736328125,552.0345458984375,,,,
112,556.2975,983.6475,1005.364013671875,550.9671020507812,656.5510864257812,299.5052795410156,,
113,561.34143,983.1144,1005.4617919921875,550.7803344726562,,,634.0811767578125,596.714111328125
114,562.5262,973.54456,1007.3566284179688,550.344482421875,656.4427490234375,299.58990478515625,,
115,564.7975,970.14264,1009.247314453125,551.57763671875,656.4681396484375,299.5399169921875,,
116,568.6676,967.64453,1010.3030395507812,551.2408447265625,656.5131225585938,299.55194091796875,,
117,569.63873,964.61743,1011.0968017578125,550.4420166015625,,,,
118,572.1599,967.4503,1011.9261474609375,550.6517333984375,,,,
119,573.10266,969.83923,1013.0359497070312,550.527099609375,,,,
120,569.7676,974.33655,1013.3075561523438,549.395751953125,,,,
121,567.70605,979.0513,1014.4620361328125,551.0927734375,,,,
122,571.47314,981.99756,1015.338134765625,550.8916625976562,,,,
123,579.82043,984.4279,1015.5050048828125,550.3465576171875,,,,
124,590.08594,984.3943,1016.4303588867188,552.0565185546875,,,,
125,597.31384,986.0886,1017.5505981445312,553.1278076171875,,,,
126,604.71704,986.2919,1020.6991577148438,553.6551513671875,,,,
127,610.19006,985.08875,1020.6498413085938,548.9588623046875,,,,
128,618.23035,984.64246,1021.2354736328125,552.9713745117188,,,,
129,619.9221,987.28174,1021.0514526367188,553.0714721679688,,,,
130,621.53955,987.5946,1023.1820068359375,553.43310546875,,,,
131,622.40186,988.5251,1022.2222900390625,556.2999267578125,,,,
132,622.9071,988.5911,1025.0361328125,552.517578125,,,,
133,622.3874,988.4782,1026.54296875,552.7982177734375,,,,
134,623.98865,987.37976,1026.49365234375,551.9661865234375,,,,
135,626.101,986.56866,1026.9056396484375,549.4093017578125,,,,
136,629.1509,987.3267,1027.640869140625,550.6527099609375,,,,
137,632.1824,988.0503,1028.3519287109375,550.0528564453125,,,,
138,636.1124,993.86505,1028.9776611328125,549.9069213867188,656.3905029296875,299.904296875,,
139,639.2588,996.8489,1029.0228271484375,551.021240234375,656.299072265625,300.119384765625,,
140,645.8917,997.7685,1032.7576904296875,555.0762939453125,656.4439697265625,300.1227111816406,,
141,650.11096,996.50354,1031.9912109375,554.6865234375,656.3304443359375,300.13043212890625,,
142,654.35425,998.1914,1032.61962890625,552.2142333984375,656.3807373046875,300.03521728515625,,
143,660.65906,999.71173,1033.049560546875,549.4531860351562,656.3740844726562,300.0616455078125,,
144,665.22644,998.89453,1034.5772705078125,552.67041015625,656.6463012695312,299.91064453125,,
145,668.84546,996.8364,1037.955078125,551.6876831054688,656.5665283203125,300.0733337402344,,
146,673.2777,995.61273,1036.357177734375,551.7789306640625,656.6383666992188,299.91790771484375,,
147,678.2068,1000.50604,1035.9539794921875,552.9144287109375,656.562744140625,299.94110107421875,,
148,679.6354,1010.29407,1036.5322265625,553.6805419921875,656.5264892578125,299.77960205078125,,
149,680.2103,1012.4284,1037.7835693359375,553.8758544921875,656.3704833984375,299.82476806640625,,
150,680.1791,1015.0736,1038.538818359375,552.152587890625,656.390380859375,299.7026062011719,,
151,681.91675,1021.8541,1040.244140625,552.0777587890625,656.1671142578125,299.6734619140625,,
152,682.3751,1035.5006,1039.341552734375,551.2288818359375,656.252197265625,299.70208740234375,,
153,680.9126,1044.4849,1040.6103515625,551.901123046875,656.265380859375,299.62176513671875,,
154,682.5373,1052.6349,1040.882080078125,551.396484375,656.283935546875,299.6155090332031,,
155,685.2999,1058.6455,1042.26318359375,551.672607421875,656.3350219726562,299.6231689453125,,
156,683.49396,1060.8318,1043.361328125,551.0511474609375,656.5056762695312,299.61114501953125,,
157,684.79846,1062.5011,1044.781982421875,549.4934692382812,656.5447998046875,299.57696533203125,,
158,685.2003,1063.5046,1049.351318359375,549.66845703125,656.5540771484375,299.5830993652344,,
159,686.88947,1063.5089,1052.9931640625,549.5635986328125,656.579833984375,299.66943359375,,
160,687.52954,1063.6007,1054.47216796875,549.095703125,656.5281982421875,299.6036376953125,,
161,688.8978,1063.2489,1055.385498046875,551.0848388671875,656.498779296875,299.54296875,,
162,688.1371,1062.3624,1057.8734130859375,549.787841796875,656.422607421875,299.7029113769531,,
163,685.3087,1061.5848,1059.177978515625,551.6558837890625,656.4343872070312,299.707763671875,,
164,683.3537,1060.0762,1060.3978271484375,551.41748046875,656.3604125976562,299.7792663574219,,
165,681.9875,1060.1805,1059.2437744140625,552.3831176757812,656.3389892578125,299.64398193359375,,
166,681.0006,1057.9081,1060.62353515625,551.2203369140625,656.3677978515625,299.71234130859375,,
167,680.44507,1059.0195,1062.2529296875,551.6104736328125,656.2880249023438,299.8451232910156,,
168,680.79297,1060.6246,1063.194091796875,552.4937744140625,656.3192138671875,299.79656982421875,,
169,680.93176,1047.4988,1062.4901123046875,551.9559326171875,656.32568359375,299.7755432128906,,
170,681.8391,1040.6528,1063.6512451171875,550.8890380859375,656.32666015625,299.8456726074219,,
171,683.5488,1044.2032,1064.4405517578125,550.998291015625,656.2931518554688,299.90447998046875,,
172,685.1102,1044.5084,1066.4781494140625,551.3760986328125,656.3036499023438,299.74090576171875,,
173,683.31934,1048.144,1066.9752197265625,551.2190551757812,656.3026123046875,299.7774353027344,,
174,681.7733,1053.5531,1067.6982421875,548.1417236328125,656.3582763671875,299.728271484375,,
175,675.18695,1063.6968,1068.6650390625,548.0130004882812,656.332275390625,299.705322265625,,
176,672.3876,1068.2458,1070.707275390625,545.9237060546875,656.346435546875,299.703125,,
177,667.89343,1072.6501,1073.883056640625,550.107666015625,656.2923583984375,299.92864990234375,,
178,663.3076,1074.2384,1073.28076171875,548.0169677734375,656.324462890625,299.9107666015625,,
179,655.21344,1075.8546,1075.201171875,549.501708984375,656.2251586914062,299.7872314453125,,
180,648.1881,1078.1367,1074.468994140625,549.0577392578125,656.1651000976562,299.7568359375,,
181,642.68555,1078.6682,1076.651611328125,550.2711181640625,656.081787109375,299.7911376953125,,
182,640.2373,1079.0405,1076.26416015625,550.4478149414062,656.1456909179688,299.80572509765625,,
183,638.297,1078.7681,1076.665283203125,550.5699462890625,656.146728515625,299.7735595703125,,
184,639.05945,1078.7463,1077.30908203125,551.03564453125,656.095458984375,299.9781188964844,,
185,638.5314,1078.9773,1077.43896484375,550.1348876953125,,,,
186,639.1751,1079.5082,1077.4718017578125,549.28271484375,,,,
187,639.58276,1079.9805,1077.52978515625,549.4539184570312,,,,
188,638.8253,1078.5806,1078.3250732421875,549.09130859375,,,,
189,638.3266,1078.9863,1078.3638916015625,549.0567626953125,,,,
190,640.02466,1079.2273,1080.044921875,549.1776123046875,656.241455078125,300.0406799316406,,
191,641.1059,1077.9363,1079.9766845703125,549.1395263671875,,,,
192,638.6018,1077.4773,1079.6649169921875,548.9365234375,,,,
193,636.414,1075.7834,1079.6993408203125,548.9155883789062,656.1836547851562,299.95306396484375,,
194,633.39075,1074.9053,1079.5130615234375,549.0628662109375,,,,
195,624.3302,1073.3042,1079.285888671875,548.764404296875,,,,
196,618.5198,1074.1382,1079.002197265625,548.220947265625,,,,
197,610.07025,1074.5996,1078.21728515625,548.9161376953125,,,,
198,596.38025,1074.0806,1078.02294921875,549.7235107421875,,,,
199,588.87366,1073.5625,1076.602783203125,549.2213134765625,,,,
200,582.39075,1074.1378,1075.9805908203125,548.883544921875,,,,
201,574.5495,1075.5826,1074.857666015625,548.7978515625,,,,
202,570.09595,1076.961,1077.1473388671875,550.9037475585938,,,,
203,563.1576,1075.6334,1073.204345703125,551.2191162109375,,,,
204,554.63513,1074.6022,1071.3017578125,551.1739501953125,,,,
205,544.97565,1075.3423,1070.484375,551.1519775390625,,,,
206,540.4909,1076.087,1069.9345703125,551.52978515625,468.116455078125,628.6832275390625,,
207,539.1266,1075.8354,1070.6806640625,552.4940185546875,,,,
208,539.4938,1076.2522,1069.4580078125,552.66015625,898.5576782226562,477.0787353515625,,
209,540.21313,1076.907,1069.337158203125,552.925048828125,,,,
210,539.43933,1076.3837,1068.223876953125,552.6773681640625,,,,
211,537.65704,1075.148,1066.290283203125,552.6328125,,,,
212,532.5665,1073.8798,1065.1407470703125,551.0784912109375,,,,
213,526.8783,1073.7203,1063.4365234375,551.4618530273438,870.8009643554688,501.815185546875,,
214,518.3441,1074.386,1061.858154296875,552.5465087890625,,,,
215,514.3415,1074.4187,1060.307861328125,550.738037109375,,,,
216,512.6212,1074.5238,1059.167236328125,551.70068359375,,,,
217,508.07938,1073.8842,1057.951904296875,545.6787109375,,,,
218,502.36646,1073.494,1057.265625,545.7685546875,,,,
219,496.96353,1074.0853,1056.603759765625,549.761474609375,,,,
220,494.8189,1072.6315,1055.5130615234375,550.1490478515625,,,,
221,492.93918,1071.5416,1054.718994140625,549.0673828125,,,,
222,491.5867,1071.2701,1053.572998046875,549.4397583007812,,,,
223,490.34564,1071.5615,1050.796630859375,553.977783203125,,,,
224,490.41858,1071.4512,1050.215576171875,558.1236572265625,,,,
225,492.15988,1072.5525,1048.44970703125,553.3595581054688,773.2318115234375,624.32861328125,,
226,489.81473,1072.2922,1047.55322265625,549.1861572265625,760.3681030273438,642.849853515625,,
227,488.54654,1071.9492,1046.5693359375,551.42822265625,656.15576171875,299.5972900390625,,
228,487.20758,1072.0535,1043.6014404296875,551.786376953125,655.9703369140625,299.5203857421875,,
229,487.52,1072.3022,1041.1982421875,550.336669921875,655.95166015625,299.5347900390625,,
230,489.21616,1073.1989,1039.72021484375,550.474365234375,713.1758422851562,717.973876953125,,
231,491.15143,1073.6324,1038.9166259765625,550.3878173828125,703.0946044921875,718.0865478515625,,
232,494.5686,1073.1167,1037.78857421875,551.1976318359375,688.6763916015625,704.6072998046875,,
233,495.2881,1072.9089,1037.37744140625,551.426025390625,678.2058715820312,698.2486572265625,,
234,493.81396,1073.6976,1037.2177734375,547.9932861328125,656.0133056640625,299.656005859375,,
235,489.88864,1074.06,1036.106689453125,544.624755859375,656.0872192382812,299.72222900390625,,
236,486.4394,1073.9445,1034.77734375,549.6187744140625,656.1312866210938,299.6640319824219,,
237,478.94754,1071.843,1034.0185546875,549.6126708984375,,,,
238,487.21228,1070.9894,1033.378662109375,547.963623046875,656.2099609375,299.8372802734375,,
239,480.52362,1070.1843,1030.476318359375,548.2864990234375,,,,
240,489.05252,1066.4274,1029.8321533203125,548.6350708007812,,,,
241,475.0912,1060.6487,1029.084716796875,548.98095703125,656.396240234375,299.65966796875,,
242,484.0928,1057.6448,1028.48583984375,549.1217041015625,656.3153076171875,299.5509338378906,,
243,492.29553,1047.3341,1028.1932373046875,549.0086669921875,,,,
244,501.46344,1034.512,1026.863037109375,548.5328369140625,,,,
245,505.4522,1012.4403,1025.8011474609375,548.4898681640625,656.4385986328125,299.54888916015625,,
246,511.68808,1011.99146,1024.8447265625,550.8052978515625,,,,
247,526.22614,1007.5635,1022.9727783203125,551.6181030273438,391.1846923828125,614.58935546875,,
248,539.97253,1003.8032,1022.8099975585938,553.627197265625,372.32489013671875,604.4896240234375,,
249,550.8858,1004.2965,1022.0098266601562,552.7476806640625,,,,
250,547.5833,992.6688,1020.59912109375,550.6265869140625,474.9586181640625,555.6724853515625,,
251,551.14105,999.31256,1019.7144775390625,550.62255859375,,,,
252,551.87366,999.64655,1017.47119140625,551.8603515625,,,,
253,568.07355,997.3089,1016.0486450195312,551.689453125,656.2693481445312,299.539306640625,,
254,597.8212,993.97485,1014.63037109375,550.282470703125,600.00830078125,507.2912292480469,,
255,578.6564,989.8489,1014.1633911132812,545.8348388671875,656.2342529296875,299.38018798828125,,
256,578.8565,985.24036,1013.3896484375,547.29052734375,,,,
257,581.6925,977.9723,1012.5045776367188,549.564697265625,656.1434936523438,299.4617004394531,,
258,583.77795,974.5759,1011.6314697265625,549.9393310546875,656.1710205078125,299.4761962890625,,
259,585.92285,966.3002,1011.066650390625,548.0184326171875,656.1192626953125,299.4317626953125,,
260,586.2728,957.7355,1009.9773559570312,547.376953125,656.112548828125,299.36993408203125,,
261,588.92615,956.02515,1009.2984008789062,547.1964111328125,656.0535888671875,299.46087646484375,,
262,589.09125,954.18335,1008.8955688476562,547.3687133789062,656.0529174804688,299.4144287109375,,
263,586.827,953.29626,1006.9403076171875,545.951171875,656.034423828125,299.5753479003906,,
264,585.2439,956.66394,1005.4428100585938,546.4942626953125,656.111328125,299.570068359375,,
265,584.96204,955.0921,1004.5167846679688,546.7371826171875,656.1475830078125,299.50732421875,,
266,583.9818,954.5048,1004.2904663085938,547.109130859375,656.1585693359375,299.4754943847656,,
267,580.92395,955.3126,1004.4124145507812,547.4169921875,656.0364990234375,299.761474609375,,
268,581.2934,960.0663,1003.7369384765625,548.364990234375,656.07568359375,299.8843994140625,,
269,579.3833,960.0006,1002.4740600585938,548.9732666015625,655.9794311523438,299.84246826171875,,
270,578.9436,968.0285,1000.966796875,549.4447021484375,656.0203857421875,299.66937255859375,,
271,574.5953,978.62244,999.369873046875,549.6945190429688,655.9880981445312,299.6031494140625,,
272,571.4262,985.5383,998.7564697265625,548.4727783203125,656.0247802734375,299.55999755859375,,
273,566.0448,991.26105,998.0841064453125,547.7540283203125,656.0208129882812,299.56781005859375,,
274,557.86334,993.71594,998.5614624023438,547.8199462890625,656.1279907226562,299.5609436035156,,
275,548.92145,993.3749,996.1719360351562,547.52978515625,656.0678100585938,299.5461120605469,,
276,543.83734,992.16626,995.5968627929688,547.5343017578125,,,,
277,540.2715,993.374,995.9459838867188,548.1604614257812,,,,
278,536.6012,1001.54944,995.8555297851562,548.8558959960938,,,,
279,532.1199,1002.4125,990.17919921875,548.9569091796875,,,,
280,528.2329,1004.8336,989.5684204101562,549.3446044921875,,,,
281,526.3678,1006.655,983.23876953125,547.6683349609375,,,,
282,524.2616,1007.75476,981.3065185546875,547.286865234375,656.1953125,299.4584655761719,,
283,524.44244,1008.31116,980.8851928710938,549.1976318359375,656.21337890625,299.51885986328125,,
284,524.23376,1009.9131,978.8391723632812,550.0721435546875,656.2728271484375,299.51055908203125,,
285,524.1731,1010.6052,975.9752197265625,550.43798828125,,,634.4218139648438,597.7689208984375
286,522.2853,1010.5318,974.07763671875,548.702880859375,,,637.1253662109375,608.861572265625
287,522.2781,1010.65704,972.1261596679688,549.4268798828125,,,640.9131469726562,606.6943359375
288,524.1792,1010.7545,968.81640625,548.5662231445312,,,642.360595703125,605.0460205078125
289,524.51764,1010.4567,965.348876953125,549.895263671875,,,644.4281005859375,621.4681396484375
290,524.1836,1010.4392,962.3441162109375,548.8372802734375,,,,
291,524.59766,1010.2846,961.5910034179688,548.10107421875,,,,
292,524.68054,1010.2564,960.5106811523438,547.2160034179688,,,,
293,524.666,1010.1114,959.399169921875,549.654296875,,,,
294,524.4645,1010.2397,959.3607788085938,549.931640625,,,,
295,525.3436,1010.47577,959.0364990234375,550.49951171875,,,,
296,526.81903,1010.0683,957.3782958984375,548.4541625976562,,,,
297,529.49854,1009.83875,956.6077880859375,548.6207275390625,,,,
298,533.8508,1009.3176,951.2861938476562,549.036865234375,,,,
299,537.57874,1008.43585,949.9092407226562,548.9739990234375,,,,
300,542.4342,1006.32367,946.1343383789062,548.9439697265625,,,,
301,546.7549,1005.6391,943.8389282226562,549.370849609375,,,,
302,549.43604,1005.8463,943.7452392578125,547.714111328125,,,,
303,554.5386,1004.70215,939.5657958984375,545.9703369140625,,,,
304,557.2644,1007.7938,935.59912109375,543.9913330078125,,,,
305,562.0211,1009.8815,933.10107421875,543.481689453125,,,,
306,565.35846,1015.4793,,,,,,
307,573.7008,1017.05695,,,,,,
308,579.289,1015.1164,,,,,,
309,590.6731,1015.27264,,,,,,
310,602.5523,1017.9221,919.1356201171875,545.518798828125,,,,
311,612.9005,1018.7004,918.3746337890625,544.3511352539062,,,,
312,630.307,1015.0549,917.3131103515625,547.31494140625,,,,
313,642.3482,1014.19226,917.336181640625,547.9017333984375,,,,
314,660.2529,1014.3682,916.8453369140625,548.3204345703125,,,,
315,668.86163,1010.37616,,,,,,
316,679.1479,996.2979,,,,,,
317,684.88574,993.995,906.0703125,543.8209228515625,,,,
318,691.74084,995.3606,,,,,,
319,694.3108,993.944,897.5914306640625,540.6871337890625,,,,
320,700.5402,992.8938,897.7398071289062,542.4600830078125,656.2618408203125,300.1522521972656,,
321,704.0856,991.0448,897.5712890625,543.623779296875,,,,
322,708.8417,999.0469,895.8260498046875,545.2603759765625,,,,
323,711.74976,995.8141,894.1025390625,543.6624755859375,,,,
324,716.1599,998.2843,891.9585571289062,544.6092529296875,,,,
325,720.97546,1002.86096,890.4051513671875,547.05029296875,,,,
326,726.9754,1009.5226,889.75341796875,550.6397705078125,,,,
327,735.66797,1014.84686,885.465087890625,547.355712890625,,,,
328,740.6332,1020.4783,883.815673828125,544.7135009765625,,,,
329,748.3353,1020.8479,881.705322265625,545.8291625976562,,,,
330,754.4441,1021.5354,882.25146484375,548.0564575195312,,,,
331,761.5796,1024.3201,878.0130615234375,548.813232421875,,,,
332,766.20386,1023.93274,876.060302734375,549.69970703125,,,,
333,771.9636,1023.5398,873.5502319335938,549.7725219726562,,,,
334,778.3429,1022.6664,871.989990234375,551.4361572265625,,,,
335,785.25085,1021.8337,869.0249633789062,544.4683837890625,,,,
336,788.6269,1019.51715,865.7904052734375,539.19580078125,,,,
337,791.7931,1021.8281,857.7119140625,535.3450927734375,,,,
338,797.14844,1020.48615,856.0992431640625,537.025390625,,,,
339,803.563,1011.1637,854.13525390625,537.6566162109375,,,,
340,814.52106,1003.2116,848.9562377929688,539.9852294921875,,,,
341,821.2882,996.9171,,,,,,
342,831.5668,993.4473,,,656.2103271484375,299.97344970703125,,
343,843.88995,992.72437,,,,,,
344,852.41565,996.46655,,,,,,
345,859.4962,995.57654,,,,,,
346,864.5212,1000.1083,,,,,,
347,875.1852,1006.26355,,,,,,
348,876.8755,1009.23486,,,,,,
349,886.36694,1010.82916,,,,,,
350,888.0166,1013.1726,,,,,,
351,897.1553,1015.0679,831.27392578125,542.9879760742188,,,,
352,899.9426,1015.518,832.16015625,540.3936767578125,,,,
353,902.92084,1015.98016,831.1558227539062,537.6953735351562,,,,
354,904.80066,1015.9792,826.4068603515625,538.1349487304688,,,,
355,907.45776,1014.9327,823.9691162109375,538.903564453125,,,,
356,910.85504,1014.4494,823.1790771484375,539.7177734375,,,,
357,910.4434,1012.99255,821.9597778320312,539.25439453125,,,,
358,909.6317,1012.00665,819.6470947265625,539.958984375,,,,
359,910.95764,1009.21735,818.6044921875,540.6939697265625,,,,
360,910.6466,995.9726,818.562744140625,539.313232421875,,,,
361,911.764,989.8916,815.3802490234375,539.8524169921875,,,,
362,910.39667,990.86664,813.7095336914062,537.35888671875,,,,
363,912.9656,984.0718,811.8583374023438,536.161376953125,,,,
364,920.9699,985.3676,811.6316528320312,535.2049560546875,,,,
365,932.6811,981.1599,809.6778564453125,536.2034912109375,,,,
366,949.38245,978.7348,808.83837890625,534.197021484375,,,,
367,969.6973,973.29297,806.651611328125,535.108642578125,,,,
368,987.0564,972.4572,805.0418701171875,534.47509765625,,,,
369,1006.9796,967.58185,805.1028442382812,535.7408447265625,,,,
370,1017.2557,968.9478,803.864501953125,534.4144287109375,,,,
371,1033.9756,966.44934,803.4380493164062,534.441162109375,,,,
372,1054.1449,967.7685,802.1508178710938,535.0452880859375,,,,
373,1068.4027,969.18317,801.0751953125,535.4520263671875,,,,
374,1084.417,968.0892,,,,,,
375,1092.5852,965.5866,,,656.2078857421875,300.4814758300781,,
376,1098.1207,966.21423,,,1165.9990234375,691.8059692382812,,
377,1105.0098,965.80994,1413.59619140625,592.3925170898438,,,,
378,1110.2598,964.6147,1413.2906494140625,592.4093627929688,,,,
379,1122.4819,954.1696,797.9560546875,538.3992919921875,,,1413.168701171875,592.4337768554688
380,1133.0042,946.8442,,,,,,
381,1146.1486,943.5493,796.279052734375,538.7697143554688,,,,
382,1159.6095,918.8379,797.4437255859375,543.0391845703125,,,,
383,1177.8635,916.24567,797.0816650390625,542.3729248046875,,,,
384,1194.6077,912.4913,796.8578491210938,542.5802001953125,,,,
385,1212.967,903.53076,796.4503784179688,542.7490234375,,,,
386,1225.6593,910.2485,,,,,,
