BL_x,BL_y,BR_x,BR_y,TR_x,TR_y,TL_x,TL_y,NSL_x,NSL_y,NSR_x,NSR_y,FSL_x,FSL_y,FSR_x,FSR_y,NCT_x,NCT_y,fps
268.1488087656884,812.6040219740353,1691.7152727681869,832.5386374884733,1084.2508959234472,238.22151631625167,746.5876273754665,246.68180274012602,493.99771240563297,531.3022116448044,1303.080338268235,531.8639521862777,689.6604015198529,310.82787247837655,1144.1361054543206,318.5801673771352,894.9059506583608,531.580559496604,30.0
