frame,player_1_x,player_1_y,player_2_x,player_2_y,player_3_x,player_3_y,far_player_x,far_player_y,player_4_x,player_4_y,ball_x,ball_y,player_5_x,player_5_y
40,596.97015,892.01935,1061.2130126953125,248.15634155273438,,,1063.5164,250.46773,,,,,,
41,596.495,891.2083,1061.318115234375,248.07504272460938,,,1063.0942,250.13622,,,,,,
42,595.93475,890.6897,1061.3486328125,248.0357208251953,,,1063.3635,251.60272,,,,,,
43,595.84656,889.51654,1061.6820068359375,248.8070068359375,,,1063.9812,251.19173,,,,,,
44,595.8337,888.1567,1061.713623046875,248.38966369628906,,,1064.4344,249.2787,,,,,,
45,595.6328,887.4006,1061.727783203125,248.01060485839844,,,1064.7258,250.48997,,,,,,
46,595.3065,887.8623,1061.953125,248.08924865722656,,,1064.8081,250.55559,,,,,,
47,594.8052,886.9069,1062.109130859375,247.82135009765625,1682.6832275390625,288.90777587890625,1065.31,251.37764,,,,,,
48,594.5719,887.3504,1062.2794189453125,248.0370635986328,,,1065.2971,251.40648,,,,,,
49,594.1206,887.549,1062.5047607421875,247.47779846191406,1683.173583984375,289.22357177734375,1065.2097,251.46796,,,,,,
50,593.1014,885.9177,1062.788818359375,247.57008361816406,,,1065.1807,251.34737,,,,,,
51,592.838,886.7474,1063.234130859375,247.962158203125,,,1065.6914,251.77332,,,,,,
52,592.4364,887.1691,1063.560791015625,247.9210968017578,,,1065.657,251.68073,,,,,,
53,592.19055,887.34686,1064.201416015625,247.90237426757812,1686.444091796875,291.02587890625,1066.3518,250.7044,,,,,,
54,591.97925,887.1786,1064.6544189453125,247.661376953125,,,1066.4958,250.52794,,,,,,
55,591.369,887.8543,1064.7850341796875,247.80638122558594,,,1066.3958,250.43976,,,,,,
56,590.76843,887.7022,1064.7412109375,247.89349365234375,,,1066.4369,250.35936,,,,,,
57,589.6047,886.3343,1064.665771484375,247.82212829589844,,,1066.2725,250.30377,,,,,,
58,588.61383,887.2358,1064.7674560546875,247.88475036621094,,,1066.2937,250.28572,,,,,,
59,587.3229,885.58813,1064.64501953125,247.90255737304688,,,1066.2537,250.2717,,,,,,
60,586.4144,886.00214,1064.51904296875,247.9129180908203,,,1066.2556,250.26709,,,,,,
61,585.53076,884.69525,1064.33056640625,247.9824981689453,,,1066.2954,250.20522,,,,,,
62,585.2378,883.1655,1064.30078125,247.9229736328125,,,1066.2427,250.23558,,,,,,
63,584.6614,881.93225,1064.4327392578125,247.8174591064453,,,1066.1697,250.18504,,,,,,
64,584.6147,881.94965,1064.447509765625,247.73858642578125,,,1066.2183,250.20056,,,,,,
65,584.4085,882.1794,1064.264892578125,247.66078186035156,,,1066.1886,250.44371,,,,,,
66,584.23474,882.6656,1064.293701171875,247.66212463378906,,,1066.1814,250.37427,,,,,,
67,583.78735,882.7535,1064.2763671875,247.6417236328125,,,1066.168,250.35939,,,,,,
68,583.6553,882.9661,1064.211181640625,247.31858825683594,1666.6893310546875,290.745849609375,1066.1794,250.4347,,,,,,
69,583.51,882.9441,1064.22998046875,247.2028350830078,1665.7236328125,289.0220947265625,1066.228,250.39012,,,,,,
70,583.32385,882.91974,1064.18798828125,247.2281036376953,1663.647216796875,288.02227783203125,1066.2339,250.36505,,,,,,
71,583.21234,882.8925,1064.07421875,247.17613220214844,1661.190185546875,288.05987548828125,1066.331,250.36482,,,,,,
72,583.0497,882.9253,1064.02880859375,247.1724853515625,1658.416259765625,288.57879638671875,1066.2817,250.34563,,,,,,
73,583.0117,882.85187,1064.0343017578125,247.13836669921875,1656.0714111328125,288.9159851074219,1066.2847,250.36299,,,,,,
74,583.0519,882.8825,1064.0523681640625,247.18624877929688,1654.030517578125,288.0137939453125,1066.2217,250.3661,,,,,,
75,582.963,883.18365,1063.904296875,247.2761993408203,1654.0426025390625,287.591796875,1066.1675,250.25032,,,,,,
76,583.0828,883.13983,1063.9019775390625,247.25088500976562,1652.353759765625,286.94036865234375,1066.1562,250.18416,1652.607421875,287.42486572265625,,,,
77,582.9407,883.36285,1063.892578125,247.2480926513672,,,1066.1417,250.2367,,,,,,
78,582.97437,883.6923,1063.889892578125,247.24465942382812,1647.9390869140625,286.86083984375,1066.1497,250.25342,1649.6422119140625,287.39068603515625,,,,
79,583.1408,883.6066,1063.8714599609375,247.237060546875,1644.9677734375,285.035888671875,1066.1477,250.26152,,,,,,
80,582.954,883.8679,1063.86572265625,247.226806640625,1642.71728515625,283.4224853515625,1066.1462,250.26433,,,,,,
81,582.9702,884.05115,1063.867431640625,247.22373962402344,1640.1119384765625,283.6695556640625,1066.1462,250.26503,,,,,,
82,582.9048,884.1213,1063.9329833984375,247.33053588867188,1638.050537109375,284.4095458984375,1066.1143,250.2882,1640.1126708984375,284.3583984375,,,,
83,582.9962,884.07556,1063.893798828125,247.33090209960938,,,1066.109,250.2904,,,,,,
84,582.76965,884.2747,1063.883056640625,247.339599609375,1635.59765625,284.60614013671875,1066.1082,250.28645,1638.1607666015625,284.35113525390625,,,,
85,582.7716,884.2127,1063.8505859375,247.2971649169922,1634.029296875,284.2430419921875,1066.106,250.292,,,,,,
86,582.56494,884.4318,1063.828857421875,247.28408813476562,,,1066.1023,250.29378,,,,,,
87,582.85284,884.3339,1063.8466796875,247.3054962158203,,,1066.1064,250.29521,,,,,,
88,582.3989,884.39264,1063.865478515625,247.3191375732422,,,1066.1067,250.294,,,,,,
89,581.93787,884.7059,1063.7586669921875,247.36236572265625,,,1066.0947,250.22974,,,,,,
90,581.31274,884.6425,1063.808837890625,247.43728637695312,1626.8228759765625,282.502685546875,1066.095,250.17706,,,,,,
91,581.0099,884.51996,1063.8245849609375,247.3563995361328,1626.0758056640625,282.48321533203125,1066.1191,250.14688,,,,,,
92,580.3081,885.21643,1063.778076171875,247.339599609375,1625.62060546875,282.0450439453125,1066.1265,250.18073,,,,,,
93,579.81055,885.5036,1063.776123046875,247.3582305908203,1624.364501953125,281.71826171875,1066.1113,250.11446,,,,,,
94,579.29736,884.4504,1063.6920166015625,247.58697509765625,1624.2030029296875,281.2726135253906,1065.9514,250.30663,,,,,,
95,579.08594,885.19446,1063.675048828125,247.71119689941406,1623.81640625,280.79913330078125,1066.0413,250.38185,,,552.7395629882812,730.2171630859375,,
96,575.8491,885.40826,1063.717529296875,247.8607635498047,1623.33544921875,279.81207275390625,1066.0344,250.3622,,,552.5789794921875,730.749267578125,,
97,573.4962,885.3867,1063.740478515625,247.83224487304688,1622.69140625,279.43499755859375,1066.0269,250.35449,,,552.4701538085938,730.5236206054688,,
98,572.36316,885.5164,1063.7093505859375,247.81072998046875,1622.78564453125,278.29730224609375,1066.0442,250.37914,,,552.71240234375,730.6868286132812,,
99,571.6035,885.759,1063.7088623046875,247.76097106933594,1622.5401611328125,278.4495849609375,1066.0442,250.37004,,,553.1161499023438,730.7361450195312,,
100,571.13293,886.0798,1063.728759765625,247.79891967773438,1622.369384765625,278.29632568359375,1066.044,250.42146,,,552.876708984375,731.4310913085938,,
101,569.99963,885.64435,1063.70458984375,247.8250732421875,1622.736328125,278.48577880859375,1066.0471,250.40666,,,552.55908203125,732.2052001953125,,
102,568.54407,886.12573,1063.7254638671875,247.8050079345703,1623.0732421875,277.4801025390625,1066.0515,250.41838,,,552.999755859375,732.5099487304688,,
103,566.5884,885.59753,1063.7286376953125,247.7988739013672,1622.999267578125,278.406494140625,1066.0498,250.41356,,,553.833740234375,733.4638671875,,
104,564.73285,885.1276,1063.719970703125,247.7779998779297,1623.0252685546875,278.70623779296875,1066.0496,250.41277,,,553.9070434570312,734.9915771484375,,
105,563.59595,885.1504,1063.713623046875,247.7720489501953,1623.42919921875,278.7613525390625,1066.051,250.41064,,,554.8544921875,735.5317993164062,,
106,563.0417,884.9515,1063.707275390625,247.7415313720703,1622.666015625,278.284423828125,1066.0496,250.42104,,,554.9754638671875,735.915771484375,,
107,563.0164,885.1458,1063.5703125,247.71990966796875,1623.3416748046875,278.4573974609375,1066.0615,250.4468,,,554.7694091796875,737.61669921875,,
108,562.46924,885.2285,1063.555908203125,247.74462890625,,,1066.0554,250.45007,,,,,,
109,562.55914,885.42487,1063.5574951171875,247.7639617919922,,,1066.0549,250.4493,,,556.2750244140625,739.4844360351562,,
110,561.98645,885.4537,1063.5701904296875,247.80162048339844,,,1066.0848,250.47432,,,559.5577392578125,739.2858276367188,,
111,561.74133,885.7482,1063.561279296875,247.8064727783203,,,1066.0586,250.46007,,,559.559814453125,739.565673828125,,
112,561.3922,885.5973,1063.562744140625,247.795166015625,1635.222900390625,283.04949951171875,1066.0466,250.43321,503.65594482421875,700.1356201171875,559.4395141601562,740.4970703125,,
113,561.04504,885.28973,1063.555419921875,247.7713165283203,1637.5426025390625,283.36846923828125,1066.0269,250.41267,1640.03759765625,283.231201171875,,,503.1361999511719,698.4132080078125
114,560.28735,884.96747,1063.500732421875,247.74696350097656,,,1066.0132,250.41335,,,559.0781860351562,742.0984497070312,,
115,559.9027,884.94275,1063.512939453125,247.73716735839844,,,1066.0143,250.41412,,,558.9229736328125,742.694580078125,,
116,559.114,884.6077,1063.50146484375,247.7794189453125,1645.004150390625,285.20068359375,1066.0237,250.40747,,,558.853271484375,742.8540649414062,,
117,558.4862,884.2653,1063.516845703125,247.77566528320312,1651.348388671875,286.192626953125,1066.0164,250.40965,1648.683837890625,286.3336486816406,558.5458374023438,743.3263549804688,,
118,557.05444,884.36755,1063.52197265625,247.78724670410156,1649.9150390625,286.4080810546875,1066.0144,250.40582,,,557.6375122070312,743.0361938476562,,
119,557.03534,884.41547,1063.5037841796875,247.8109130859375,,,1066.0089,250.38908,,,555.8221435546875,743.349365234375,,
120,556.14844,884.48615,1063.5426025390625,247.84304809570312,,,1066.0139,250.38258,,,554.2146606445312,741.0620727539062,,
121,554.78906,883.2714,1063.5404052734375,247.8331756591797,,,1066.0115,250.37756,,,552.1432495117188,740.6787109375,,
122,553.52625,882.9593,1063.5390625,247.88255310058594,,,1066.0103,250.3764,,,548.415771484375,736.3987426757812,,
123,555.1904,883.7382,1063.567626953125,247.84634399414062,1660.319580078125,283.73675537109375,1066.0057,250.35771,,,542.7142333984375,732.7443237304688,,
124,554.5438,883.657,1063.57568359375,247.84185791015625,1662.3936767578125,285.16400146484375,1066.0063,250.35744,,,535.7579345703125,724.2271728515625,,
125,553.8779,884.4545,1063.68408203125,247.82830810546875,,,1066.0522,250.35555,,,525.8418579101562,711.283447265625,,
126,553.2345,883.5987,1063.66650390625,247.82574462890625,1667.9296875,283.3917236328125,1066.0717,250.36658,,,,,,
127,553.42596,884.09283,1063.681396484375,247.8899688720703,1670.9630126953125,284.4934387207031,1066.0776,250.37532,,,504.3612060546875,666.284912109375,,
128,551.3844,883.5035,1063.681396484375,247.8833465576172,,,1066.0774,250.37804,,,,,,
129,552.71533,883.3841,1063.719482421875,247.73634338378906,,,1066.123,250.38986,,,496.9523620605469,606.1553955078125,,
130,553.63,883.3092,1063.72119140625,247.75360107421875,,,1066.125,250.39366,,,496.8509521484375,577.5800170898438,,
131,551.7603,883.5279,1063.696533203125,247.7723846435547,,,1066.125,250.343,,,495.7332763671875,546.0928955078125,,
132,552.3004,883.2004,1063.728271484375,247.57374572753906,,,1066.1052,250.26854,,,495.7611389160156,519.44970703125,,
133,553.32056,884.2531,1063.834716796875,247.5467071533203,,,1066.241,250.44643,,,496.1170654296875,491.837646484375,,
134,553.9682,883.88556,1063.9356689453125,247.72572326660156,1685.2099609375,285.9310302734375,1066.0701,250.3997,,,497.0374755859375,467.1332092285156,,
135,558.17816,883.16754,1063.99951171875,247.8212127685547,1688.09423828125,285.4520263671875,1066.0874,250.3678,1691.3203125,284.3585205078125,497.9017028808594,444.14617919921875,,
136,560.85913,883.8913,1063.9951171875,247.8803253173828,1689.8704833984375,283.28204345703125,1066.0779,250.26491,1692.765380859375,281.43853759765625,,,,
137,565.83203,883.67303,1064.0526123046875,247.8241424560547,,,1066.0969,250.32623,,,,,,
138,567.0086,883.4046,1064.229248046875,247.7713165283203,,,1065.8657,250.6126,,,,,,
139,579.0156,884.3454,1064.857666015625,247.65599060058594,,,1065.898,250.5562,,,,,,
140,577.30096,883.88477,1064.755859375,247.86729431152344,,,1066.0042,250.71075,,,,,,
141,582.4816,883.30865,1065.4237060546875,247.49876403808594,,,1066.0615,249.84804,,,,,,
142,583.00415,884.10956,1065.665283203125,247.72265625,,,1065.9795,251.02245,,,,,,
143,572.56506,883.7083,1065.835205078125,247.6077117919922,,,1065.3857,252.03502,,,,,,
144,579.2804,882.35724,1066.243896484375,247.96775817871094,,,1066.4045,251.64146,,,,,,
145,582.9971,884.06946,1067.241943359375,247.9167938232422,1713.078857421875,278.39208984375,1067.7672,250.50179,,,,,,
146,583.3611,883.05414,1067.396484375,247.59786987304688,1714.6201171875,279.7298583984375,1067.9834,250.47775,,,,,,
147,582.3262,883.66986,1067.428955078125,247.83819580078125,,,1068.3147,250.495,,,,,,
148,580.94385,883.3886,1067.7119140625,248.17218017578125,1716.7547607421875,278.1089172363281,1068.9624,250.36378,,,,,,
149,581.41724,882.8575,1067.8594970703125,249.42723083496094,1717.18994140625,278.7373046875,1069.0017,251.36293,,,,,,
150,588.1339,881.0927,1068.02099609375,249.4877471923828,1718.934814453125,277.21112060546875,1069.1367,251.39275,,,,,,
151,593.14166,880.4682,1068.02001953125,249.72801208496094,1719.975830078125,278.73785400390625,1069.3721,252.21288,,,,,,
152,602.2399,881.6091,1067.8883056640625,249.3577117919922,586.2869873046875,878.9385375976562,1069.0562,252.06866,1721.466064453125,279.8037109375,,,,
153,619.53394,881.653,1068.09326171875,249.3578338623047,,,1069.1179,252.10103,,,,,,
154,623.4158,885.11005,1067.5958251953125,249.2295684814453,,,1069.2754,251.55,,,,,,
155,590.64844,882.3304,1067.67822265625,249.29351806640625,,,1069.4331,251.47728,,,,,,
156,583.7706,871.40045,1067.6484375,248.9154510498047,,,1069.0608,251.865,,,,,,
157,582.9567,846.4411,1067.379150390625,248.37799072265625,,,1068.6128,253.01471,,,562.951171875,392.7984619140625,,
158,584.71936,854.32965,1067.5888671875,248.11363220214844,,,1068.8059,253.19763,,,566.91259765625,412.59014892578125,,
159,582.6922,842.85034,1067.917236328125,248.93023681640625,,,1068.9487,253.17479,,,,,,
160,573.91376,837.8086,1067.5418701171875,249.7985382080078,,,1068.8154,253.19344,,,627.8482666015625,403.7597351074219,,
161,565.2842,831.8158,1067.095947265625,249.85328674316406,,,1068.6946,253.4384,,,678.7551879882812,374.4806823730469,,
162,556.0538,828.3243,1066.953857421875,250.1096649169922,,,1068.748,253.40068,,,722.8836669921875,353.62841796875,,
163,548.548,818.212,1067.1988525390625,249.4214324951172,,,1068.3469,253.46394,,,756.0430908203125,338.0528869628906,,
164,540.72925,814.5726,1066.72802734375,249.06773376464844,,,1068.1897,253.41797,,,785.1412963867188,327.85772705078125,,
165,548.08923,819.8824,1065.985595703125,250.1259002685547,,,1066.9941,254.0038,,,,,,
166,565.02625,833.19135,1065.846923828125,250.91455078125,,,1067.0984,254.18446,,,,,,
167,576.43604,836.8836,1065.5860595703125,251.3605499267578,,,1067.1357,254.076,,,,,,
168,582.21136,837.43256,1065.39208984375,251.84715270996094,,,1066.6655,253.8683,,,491.326416015625,730.7591552734375,,
169,589.4314,837.7011,1065.515380859375,251.58824157714844,,,1067.9417,253.73375,,,,,,
170,587.1973,837.82574,1065.3541259765625,251.10877990722656,,,1066.4915,253.87598,,,,,,
171,576.76355,838.23285,1065.2015380859375,251.51559448242188,,,1066.5156,253.78789,,,,,,
172,585.41016,838.93164,1064.9652099609375,251.76434326171875,1760.2635498046875,288.466796875,1066.6936,253.92955,,,,,,
173,605.01495,838.2697,1064.530517578125,251.38760375976562,1760.9520263671875,290.07305908203125,1066.8076,253.7624,,,,,,
174,1064.1018,251.48154,601.9005126953125,834.1141357421875,633.7637939453125,833.1021118164062,1066.9604,253.57805,,,,,,
175,1064.4296,251.9275,610.5302734375,837.2377319335938,644.3885498046875,836.101318359375,1067.7104,253.57501,1761.72998046875,293.0325622558594,,,,
176,619.95233,835.52655,1064.247314453125,251.26380920410156,650.6507568359375,835.4727172851562,1069.572,254.66353,1764.518310546875,294.4586486816406,,,,
177,623.78894,835.19696,1063.4215087890625,250.82862854003906,1766.4913330078125,294.2897644042969,1069.3279,254.553,,,,,,
178,653.71313,837.9108,1063.114013671875,250.80308532714844,1768.027587890625,293.93505859375,1068.8318,253.96263,628.972900390625,822.1535034179688,,,1769.5089111328125,293.10711669921875
179,659.02893,833.81696,1061.04541015625,250.8383331298828,1768.7083740234375,293.83642578125,1068.1223,253.57382,,,,,,
180,660.3592,838.4793,1059.325439453125,251.0738983154297,,,1069.063,255.44194,,,,,,
181,662.68176,838.4074,1058.939697265625,251.2262420654297,,,1068.2932,253.80037,,,,,,
182,667.827,841.65564,1057.7333984375,251.34214782714844,,,1067.0645,254.24751,,,,,,
183,669.8591,846.14886,1059.151611328125,251.38526916503906,1049.47314453125,247.7698516845703,1065.974,254.5368,,,,,,
184,672.13196,846.6034,1059.222900390625,251.4434356689453,1050.709228515625,250.21202087402344,1061.0957,253.93098,,,,,,
185,674.5234,846.8846,1057.58544921875,251.0361328125,,,1063.9751,254.1958,,,606.4347534179688,796.8754272460938,,
186,678.11096,846.9699,1058.31298828125,250.8209991455078,,,1062.6064,251.95668,,,,,,
187,682.1753,845.91705,1054.760498046875,251.3166046142578,,,1059.6418,254.08592,,,,,,
188,688.3516,840.5019,1051.3485107421875,251.45489501953125,1780.6263427734375,297.2171630859375,1057.9253,253.4261,,,,,,
189,691.02466,838.3167,1051.2998046875,253.30714416503906,,,1053.429,253.12236,,,,,,
190,697.79785,837.7455,1049.8304443359375,252.0956268310547,1783.080078125,296.75970458984375,1050.6904,251.49925,,,,,,
191,705.7838,846.5081,1047.98193359375,251.1211395263672,1784.78076171875,296.13360595703125,1049.2415,252.21338,,,,,,
192,711.4247,854.4626,1045.695068359375,250.80491638183594,1785.651123046875,295.28192138671875,1047.0481,251.88445,,,,,,
193,719.5367,865.36786,1042.549560546875,251.35752868652344,1785.83203125,295.92388916015625,1044.617,252.70311,,,,,,
194,728.05945,875.7796,1042.5499267578125,251.64349365234375,1787.5946044921875,297.5252380371094,1041.1797,254.62291,,,,,,
195,735.73346,885.21423,1040.933349609375,250.90892028808594,1789.2606201171875,297.3828430175781,1038.6648,254.66759,,,,,,
196,743.4927,892.72833,1040.5697021484375,251.23716735839844,,,1038.0881,255.19545,,,,,,
197,748.36597,899.6988,1038.6326904296875,252.4362030029297,1791.4866943359375,297.5581359863281,1034.7175,255.19176,,,,,,
198,751.3423,904.54926,1036.00634765625,253.1598358154297,1791.779052734375,297.41033935546875,1034.5674,255.2011,,,,,,
199,752.64514,905.92926,1034.3778076171875,253.91322326660156,,,1033.9719,256.41504,,,,,,
200,750.2746,906.7867,1033.449951171875,253.01930236816406,,,1033.0825,257.06787,,,,,,
201,741.7837,909.6808,1030.8319091796875,252.60130310058594,,,1031.3433,256.36,,,,,,
202,732.81604,913.0516,1029.0087890625,252.1080322265625,,,1029.3259,255.56628,,,,,,
203,728.911,922.1648,1023.6375732421875,251.9160919189453,,,1026.939,255.45488,,,891.9927978515625,266.9221496582031,,
204,725.564,928.9101,1020.1387939453125,251.31385803222656,1796.46533203125,301.2857666015625,1023.6064,256.2541,,,,,,
205,721.7999,937.12134,1017.8917846679688,251.9853057861328,,,1018.5654,256.06885,,,811.4991455078125,893.7042236328125,,
206,712.3197,936.8786,1014.60009765625,250.79173278808594,,,1013.9594,255.88934,,,,,,
207,701.6786,936.66254,1012.2153930664062,252.54345703125,,,1011.7471,255.99144,,,,,,
208,676.9297,936.0579,1013.0733032226562,252.62330627441406,,,1009.21094,257.35352,,,,,,
209,655.7589,936.4512,1007.042236328125,253.89089965820312,,,1006.6404,256.51782,,,805.4449462890625,373.86322021484375,,
210,642.439,936.4113,1003.73583984375,253.0425567626953,,,1004.4094,257.89825,,,787.4290771484375,401.71917724609375,,
211,633.2709,940.23895,1000.7955322265625,251.21543884277344,,,1001.17444,257.81586,,,770.6879272460938,431.8435974121094,,
212,630.53357,945.7581,997.423828125,250.23463439941406,,,997.31433,251.72797,,,749.225341796875,465.01800537109375,,
213,624.74194,952.3006,995.6314086914062,250.82205200195312,,,992.89136,254.60335,,,727.9879150390625,502.56817626953125,,
214,622.1306,956.7153,993.1981811523438,251.06382751464844,,,989.4464,253.31636,,,707.3051147460938,544.0633544921875,,
215,619.1194,964.6363,990.98388671875,251.1558837890625,,,986.8976,253.15303,,,682.74658203125,587.060791015625,,
216,599.8016,967.6722,989.80224609375,250.8303680419922,,,984.18054,252.3258,,,701.514892578125,919.9015502929688,,
217,593.3296,967.8288,987.291259765625,251.5560760498047,,,982.3668,251.85297,,,651.4776611328125,585.503173828125,,
218,565.24084,966.5704,986.5780029296875,250.69825744628906,,,981.8539,251.0803,,,632.807373046875,587.51611328125,,
219,588.0713,967.2347,983.93408203125,249.9247283935547,,,980.6278,248.66638,,,614.5176391601562,589.92578125,,
220,580.45166,967.5409,982.0858154296875,250.07437133789062,,,980.46643,250.61183,,,595.1112670898438,595.2200317382812,,
221,585.63336,966.62256,980.5005493164062,249.5131072998047,,,980.62146,250.88599,,,576.417236328125,603.6451416015625,,
222,584.3323,967.6943,977.4702758789062,248.57679748535156,,,979.09814,251.3888,,,556.2576293945312,612.5809326171875,,
223,592.2311,967.6829,976.7677001953125,247.56298828125,,,979.015,249.92905,,,534.3367919921875,624.975830078125,,
224,596.348,966.8994,975.4246826171875,247.16954040527344,,,978.3259,249.9889,,,509.932861328125,638.336669921875,,
225,975.3078,247.41888,596.65283203125,967.5056762695312,,,976.7273,250.59314,,,485.9375915527344,655.3074340820312,,
226,594.08875,967.1966,974.9932250976562,245.70460510253906,,,975.7728,249.46368,,,461.5504150390625,675.1593627929688,,
227,560.96747,965.1916,973.968505859375,245.50650024414062,,,975.8617,248.60512,,,434.863525390625,697.869140625,,
228,555.4429,962.3549,973.674072265625,245.2811279296875,,,974.1051,247.02237,,,407.3411865234375,724.3226318359375,,
229,538.24615,956.95166,972.3070068359375,245.91888427734375,,,973.1135,247.3068,,,451.45220947265625,667.2174072265625,,
230,572.7637,953.59296,973.1268310546875,245.76283264160156,552.5416259765625,950.6730346679688,973.1974,247.80087,1809.604736328125,306.43402099609375,516.6453247070312,591.6936645507812,,
231,570.9173,947.4135,972.259521484375,243.88389587402344,,,972.0502,245.71008,,,573.9022216796875,525.3402709960938,,
232,569.86145,941.8973,971.14453125,243.9001922607422,,,971.2042,244.23697,,,624.995361328125,472.95318603515625,,
233,570.6023,942.384,970.6065673828125,243.78570556640625,,,971.38806,243.25436,,,670.2523193359375,426.9671630859375,,
234,574.55756,947.3101,970.2530517578125,244.57489013671875,,,970.91345,248.54057,,,708.44921875,390.5669860839844,,
235,568.444,960.1249,969.906005859375,243.85409545898438,1810.329345703125,308.74603271484375,970.7655,248.2796,,,743.5187377929688,359.8899230957031,,
236,552.6273,974.7373,970.2149047851562,244.2521514892578,,,970.797,246.6972,,,,,,
237,543.97864,985.77325,970.168212890625,244.15077209472656,,,970.53845,246.23648,,,,,,
238,541.38995,991.4382,970.2654418945312,243.3855743408203,,,970.7085,246.38895,,,823.27099609375,294.5535888671875,,
