BL_x,BL_y,BR_x,BR_y,TR_x,TR_y,TL_x,TL_y,NSL_x,NSL_y,NSR_x,NSR_y,FSL_x,FSL_y,FSR_x,FSR_y,NCT_x,NCT_y,fps
266.77999194105365,814.5650802675414,1679.0893707197117,829.4726551139679,1092.4167037367015,250.5850661339196,738.6228472782486,254.3026181829265,495.0207252942036,531.503016065828,1301.9240421389602,531.4824317094871,700.4717891557369,297.71557536523943,1144.1244603574123,319.9123399437409,894.129830504064,531.4928346675501,30.0
