frame,player_1_x,player_1_y,player_2_x,player_2_y,player_3_x,player_3_y,player_4_x,player_4_y,ball_x,ball_y,player_5_x,player_5_y
149,787.1269,973.5252,1034.29150390625,248.7786407470703,,,,,,,,
150,785.20917,976.731,1804.083740234375,324.3365783691406,1034.2398681640625,247.95089721679688,,,,,,
151,784.79285,982.3505,1803.5625,324.1902160644531,1035.090087890625,248.38687133789062,,,,,,
152,784.29474,991.20416,1803.65185546875,324.1388244628906,1035.4156494140625,249.41317749023438,,,,,,
153,780.1311,996.649,1034.7568359375,248.61305236816406,1803.5057373046875,323.74151611328125,,,,,,
154,781.24414,1002.36017,1035.349609375,249.98374938964844,1803.520751953125,323.3214416503906,,,,,,
155,780.4928,1003.0445,1036.352783203125,250.27294921875,1803.342041015625,323.40576171875,,,,,,
156,778.7594,1003.1263,1036.69970703125,250.4770965576172,1803.403564453125,324.2424011230469,,,,,,
157,776.2051,1002.4521,1039.915771484375,251.824951171875,1803.5684814453125,323.0708923339844,,,995.9761352539062,222.879150390625,,
158,769.375,1000.5075,1041.3770751953125,251.76869201660156,1803.4901123046875,322.8658752441406,,,987.935546875,231.56719970703125,,
159,762.2321,1004.01855,1041.7578125,251.54039001464844,1803.110595703125,323.0074157714844,,,979.9830932617188,241.32215881347656,,
160,755.13116,1011.13354,1040.57275390625,251.3522186279297,1803.1593017578125,322.682373046875,,,971.76708984375,251.93389892578125,,
161,757.97473,1019.33954,1041.2021484375,250.2991180419922,1802.6923828125,323.5611267089844,,,963.415283203125,265.4656982421875,,
162,758.86365,1027.2288,1039.48095703125,251.4345703125,1802.5899658203125,323.8432922363281,,,954.07177734375,279.669921875,,
163,759.5486,1030.7153,1040.03515625,252.04605102539062,1802.4931640625,323.1863708496094,,,945.372314453125,295.27679443359375,,
164,759.965,1031.7688,1802.211181640625,325.0528869628906,1037.17578125,250.08644104003906,,,933.5528564453125,315.992919921875,,
165,758.5139,1031.1897,1801.6109619140625,324.6189880371094,1036.4871826171875,249.98997497558594,,,923.2183837890625,337.3197021484375,,
166,755.3343,1030.7434,1801.5477294921875,324.3255310058594,,,,,913.031982421875,362.60565185546875,,
167,736.4171,1028.7566,1801.989990234375,324.1980285644531,1025.57275390625,249.4976348876953,,,900.1923828125,388.4591064453125,,
168,750.6373,1030.1877,1024.832275390625,250.10714721679688,1801.50732421875,323.9851379394531,,,887.7775268554688,418.2264404296875,,
169,744.979,1034.6349,1021.3832397460938,249.9254608154297,,,,,874.8509521484375,451.72906494140625,,
170,741.1824,1035.6667,1019.441162109375,250.37704467773438,,,,,860.1683349609375,489.260498046875,,
171,739.8966,1036.2668,1017.407470703125,250.7328643798828,,,,,,,,
172,735.3535,1038.3645,1013.0752563476562,250.3183135986328,,,,,830.0684814453125,578.3258056640625,,
173,740.87933,1036.6602,1011.5420532226562,249.53651428222656,,,,,814.0747680664062,626.990234375,,
174,735.2936,1036.4432,1007.533447265625,246.34963989257812,,,,,802.2052612304688,626.9249267578125,,
175,741.734,1037.0533,1004.506103515625,245.6120147705078,,,,,789.9942626953125,627.721435546875,,
176,741.5746,1037.4387,1001.9276733398438,247.11241149902344,,,,,776.7601318359375,630.964111328125,,
177,733.4024,1037.0912,999.6289672851562,247.3282012939453,,,,,762.421142578125,635.6506958007812,,
178,782.54016,1036.8798,997.122802734375,247.2910919189453,,,,,748.2740478515625,642.86962890625,,
179,755.94196,1038.3245,994.7631225585938,247.82400512695312,,,,,732.6068115234375,651.9111328125,,
180,767.3698,1037.5662,991.736572265625,250.12062072753906,,,,,716.018310546875,663.7276000976562,,
181,788.58997,973.6857,990.192626953125,251.01809692382812,,,,,698.390869140625,678.5535278320312,,
182,792.355,1033.1099,987.3110961914062,251.0917510986328,,,,,680.3831787109375,696.4461669921875,,
183,788.29504,1032.8352,985.1282958984375,251.0222625732422,,,,,661.0798950195312,717.463623046875,,
184,787.51996,1030.5417,981.8302001953125,249.4199981689453,,,,,640.4224853515625,742.15869140625,,
185,766.0493,1025.725,979.4262084960938,247.45559692382812,,,,,618.9521484375,771.0654296875,,
186,790.90466,1029.0059,977.3642578125,243.16282653808594,,,,,611.0975952148438,764.65478515625,,
187,803.1092,1026.3601,976.040771484375,244.18991088867188,,,,,639.36767578125,667.3302612304688,,
188,811.46576,1028.287,974.4699096679688,244.30471801757812,,,,,663.583740234375,591.4539184570312,,
189,816.90393,1029.1462,972.8106079101562,244.38685607910156,,,,,682.8292236328125,531.0281982421875,,
190,826.27124,1031.3516,972.725830078125,243.34547424316406,,,,,698.5922241210938,484.3760070800781,,
191,829.45764,1032.5164,970.027587890625,243.14369201660156,,,,,712.31591796875,445.5192565917969,,
192,831.31494,1034.123,968.8317260742188,244.15252685546875,,,,,723.5609130859375,415.193603515625,,
193,834.5394,1031.0826,967.654541015625,243.40576171875,,,,,732.69970703125,390.01708984375,,
194,830.7821,1025.7192,964.2015380859375,244.102294921875,,,,,740.21337890625,369.80743408203125,,
195,836.0274,1022.64813,961.93212890625,246.2862091064453,,,,,747.6475830078125,354.25421142578125,,
196,841.437,1018.4202,962.1455078125,245.39048767089844,,,,,752.8025512695312,340.70458984375,,
197,848.9079,1015.9043,961.785888671875,244.85838317871094,1793.871826171875,331.78045654296875,,,758.0849609375,330.61175537109375,,
198,860.50757,1014.37726,961.498291015625,245.39666748046875,956.4979858398438,241.77401733398438,,,,,,
199,865.554,1013.9892,955.750732421875,245.5103759765625,,,,,765.329833984375,316.50762939453125,,
200,872.80176,1014.7262,951.3095703125,245.24244689941406,,,,,769.0150146484375,310.51861572265625,,
201,871.5255,1013.6556,950.401611328125,242.7816925048828,,,,,772.2876586914062,303.1681823730469,,
202,870.33716,1014.55865,945.005615234375,240.97164916992188,,,,,,,,
203,874.1933,1015.0093,941.6471557617188,239.47109985351562,,,,,,,,
204,882.07764,1009.1662,1792.4422607421875,323.4208068847656,,,,,,,,
205,874.4231,1003.2128,1791.9451904296875,322.629638671875,,,,,,,,
206,873.13824,998.6642,1791.5618896484375,323.85491943359375,925.1229858398438,240.0888214111328,,,787.91357421875,281.49273681640625,,
207,890.649,992.7376,921.6915893554688,243.20315551757812,1790.970703125,324.97393798828125,,,,,,
208,884.3662,983.95056,1790.6478271484375,324.52679443359375,921.7928466796875,244.3080596923828,,,,,,
209,879.75,978.73193,1790.5166015625,325.539306640625,919.1319580078125,244.6331329345703,,,,,,
210,882.96094,966.17194,1790.2144775390625,325.3624572753906,,,,,796.91455078125,282.04052734375,,
211,883.7913,949.9274,1790.2127685546875,325.8244934082031,,,,,798.810791015625,283.4673767089844,,
212,883.63196,942.514,1790.572021484375,327.7294921875,898.0449829101562,240.6126251220703,,,800.7197265625,285.741943359375,,
213,885.97174,931.19183,1790.9886474609375,332.4059143066406,892.9041748046875,245.75830078125,,,,,,
214,895.03345,925.12286,890.0597534179688,245.46725463867188,1791.380126953125,326.41607666015625,,,803.5631103515625,283.9649658203125,,
215,902.7757,919.18964,887.501220703125,243.85313415527344,,,,,805.0781860351562,275.1181640625,,
216,903.77356,910.4217,885.40625,244.28746032714844,,,,,806.2002563476562,266.0543518066406,,
217,904.35114,906.97174,880.2431030273438,244.3220672607422,1791.924560546875,330.1587219238281,,,808.3438720703125,258.96820068359375,,
218,905.1112,904.9252,877.4547729492188,246.58946228027344,1791.3458251953125,330.1878356933594,,,809.945068359375,250.80642700195312,,
219,906.21155,904.0741,874.1162109375,244.8593292236328,1790.8765869140625,330.0597229003906,,,810.20263671875,245.48941040039062,,
220,909.25757,904.72394,870.9054565429688,246.135498046875,1790.66748046875,329.8257141113281,,,,,,
221,916.9601,910.6372,1790.8704833984375,328.04803466796875,869.4354248046875,247.2597198486328,,,812.3616943359375,236.0855712890625,,
222,932.3824,916.49164,864.952880859375,248.67626953125,1790.46875,327.7975769042969,,,,,,
223,948.7943,912.6506,863.1866455078125,248.61346435546875,1790.129150390625,330.8369140625,,,814.531982421875,230.10525512695312,,
224,953.2392,918.1388,862.07568359375,247.94578552246094,1789.843505859375,329.4154968261719,,,815.2203369140625,227.68148803710938,,
225,962.4593,920.80365,859.5615234375,248.89617919921875,1789.4051513671875,329.0755920410156,,,816.66796875,226.59512329101562,,
226,972.8565,927.995,858.4257202148438,249.30020141601562,1789.08984375,330.8042907714844,,,817.137939453125,226.1454620361328,,
227,982.82587,921.97894,857.8076171875,249.17446899414062,1788.65625,330.51947021484375,,,817.9623413085938,226.14718627929688,,
228,992.8503,921.9113,856.8169555664062,249.05992126464844,1788.0245361328125,332.8857421875,,,818.6292724609375,225.98374938964844,,
229,1001.858,925.7558,855.58203125,248.8302459716797,,,,,,,,
230,1010.60596,925.2457,853.9078369140625,250.0433807373047,,,,,,,,
231,1017.2734,925.3831,853.0109252929688,250.8478240966797,,,,,,,,
232,1024.3479,927.97723,851.9326171875,249.9474639892578,,,,,826.2733154296875,219.47442626953125,,
233,1031.3315,930.1073,849.8080444335938,250.71421813964844,,,,,828.9736328125,216.8355255126953,,
234,1038.8604,939.3584,849.6165161132812,249.5895538330078,,,,,831.71240234375,214.41259765625,,
235,1046.2632,943.2695,848.2813110351562,248.86244201660156,,,,,835.8572998046875,212.86032104492188,,
236,1053.7229,948.899,847.3399658203125,250.04010009765625,1786.6142578125,328.2474670410156,,,,,,
237,1058.1353,952.1961,846.484130859375,250.6067657470703,,,,,,,,
238,1058.2428,952.7104,845.3450317382812,249.67213439941406,,,,,,,,
239,1061.0444,951.15344,841.1522216796875,250.11428833007812,,,,,,,,
240,1062.9993,949.9025,843.5614013671875,252.13137817382812,,,,,,,,
241,1070.9563,949.3248,840.1693725585938,249.2090606689453,,,,,,,,
242,1078.8365,951.85956,840.0418090820312,247.2325897216797,,,,,,,,
243,1088.3479,962.4015,839.6400146484375,245.78439331054688,,,,,877.078369140625,228.29434204101562,,
244,1094.0233,972.3873,840.0829467773438,245.06240844726562,,,,,884.1569213867188,235.7198028564453,,
245,1088.0431,979.071,840.235595703125,246.34039306640625,,,,,892.0306396484375,242.45498657226562,,
246,1089.8279,991.49835,844.4240112304688,247.1682586669922,,,,,899.6381225585938,251.58697509765625,,
247,1098.1633,995.89087,845.9522094726562,245.82888793945312,,,,,908.5454711914062,262.99365234375,,
248,1108.5996,996.24396,847.3079223632812,244.55857849121094,,,,,917.6702880859375,275.08941650390625,,
249,1097.8121,998.3055,848.586181640625,245.86180114746094,,,,,927.9261474609375,289.6968994140625,,
250,1107.5461,997.832,848.7123413085938,248.56924438476562,,,,,938.206298828125,306.61767578125,,
251,1119.6199,1000.87445,850.0382690429688,248.69073486328125,,,,,949.2603149414062,324.16265869140625,,
252,1124.0068,1004.00195,851.4765014648438,250.2560577392578,,,,,962.02099609375,345.73553466796875,,
253,1128.6396,1017.6264,853.3430786132812,247.9442596435547,,,,,975.1036376953125,368.87542724609375,,
254,1145.2922,1023.48395,856.0252685546875,248.96934509277344,,,,,988.3226318359375,395.3521728515625,,
255,1149.4257,1025.6917,858.09912109375,249.02439880371094,,,,,1003.7163696289062,424.4088439941406,,
256,1165.5271,1027.6809,860.0643920898438,249.0040740966797,,,,,1020.0850830078125,458.1461181640625,,
257,1165.7623,1027.7983,862.0394287109375,248.1921844482422,,,,,1038.420166015625,495.6144714355469,,
258,1163.2556,1025.9084,863.8369140625,248.4160919189453,,,,,1056.91259765625,536.2326049804688,,
259,1166.8213,1026.1825,866.1497802734375,251.02212524414062,,,,,1076.75830078125,582.1199951171875,,
260,1187.4432,1028.08,867.8641357421875,250.0803680419922,,,,,1098.0556640625,631.6652221679688,,
261,1193.0051,1030.1309,871.2410888671875,249.07960510253906,,,,,1118.7099609375,673.3145751953125,,
262,1184.3257,1028.9535,873.3809814453125,249.6551971435547,,,,,1134.1820068359375,671.2667846679688,,
263,1173.3616,1029.4114,875.52197265625,249.83477783203125,,,,,1150.467041015625,671.1290283203125,,
264,1173.0939,1030.7593,878.9083251953125,246.5104217529297,,,,,1168.072265625,671.7804565429688,,
265,1176.2773,1028.6655,879.1094970703125,245.0389862060547,,,,,1186.98828125,675.6224975585938,,
266,1178.5812,1027.8386,880.6768798828125,244.919677734375,,,,,1206.395751953125,680.607666015625,,
267,1179.1008,1027.2573,884.6109008789062,243.20594787597656,,,,,1227.028076171875,688.318115234375,,
268,1181.0942,1027.872,884.8346557617188,244.10691833496094,,,,,1249.085693359375,697.6053466796875,,
269,1188.6167,1029.114,887.3739013671875,243.01768493652344,,,,,1272.851318359375,711.2643432617188,,
270,1207.4451,1026.4836,888.1131591796875,242.1398468017578,,,,,1297.0020751953125,726.1427001953125,,
271,1197.1611,1021.9358,889.8161010742188,239.1844940185547,,,,,1317.215576171875,737.9340209960938,,
272,1194.735,1007.0323,890.79541015625,241.7373046875,,,,,1255.362548828125,649.23779296875,,
273,1185.826,986.75336,895.6248779296875,242.2440643310547,,,,,1201.4671630859375,577.1370239257812,,
274,1188.0297,989.97327,896.903564453125,243.47254943847656,,,,,1155.80322265625,518.5096435546875,,
275,1188.0879,986.7276,899.77197265625,246.67510986328125,,,,,1117.367431640625,469.66046142578125,,
276,1186.2485,986.4288,900.01904296875,243.12918090820312,,,,,1084.950439453125,429.94915771484375,,
277,1183.4082,988.81604,904.845458984375,247.31365966796875,,,,,1057.288818359375,397.77001953125,,
278,1186.431,981.33966,903.220458984375,243.380126953125,,,,,1033.33056640625,371.9674377441406,,
279,1195.5066,976.8391,904.4493408203125,243.8022003173828,,,,,1011.8087768554688,348.98065185546875,,
